referee,num_rounds,title_fight,gender,result,result_details,finish_round,finish_time,event_name,event_date,event_city,event_state,event_country,knockdowns,total_strikes_att,total_strikes_succ,sig_strikes_att,sig_strikes_succ,takedown_att,takedown_succ,submission_att,reversals,ctrl_time
Mark Smith,3,F,M,Submission,Rear Naked Choke,2,1:32,UFC Fight Night: Volkov vs. Rozenstruik,2022-06-04,Las Vegas,Nevada,USA,0.0,23.0,20.0,14.0,11.0,0.0,0.0,1.0,0.0,0:00
Dan Miragliotta,3,F,M,KO/TKO,Kick to Head At Distance,1,2:47,UFC 244: Masvidal vs. Diaz,2019-11-02,New York City,New York,USA,1.0,59.0,21.0,59.0,21.0,0.0,0.0,0.0,0.0,0:01
Chris Tognoni,3,F,M,KO/TKO,Punches to Head From Back Control,2,4:51,UFC Fight Night: Rodriguez vs. Waterson,2021-05-08,Las Vegas,Nevada,USA,0.0,70.0,37.0,60.0,31.0,2.0,0.0,0.0,2.0,1:06
Donnie Jessup,3,F,M,KO/TKO,Punches to Head From Back Control,1,4:46,UFC Fight Night: Jacare vs. Brunson 2,2018-01-27,Charlotte,North Carolina,USA,0.0,16.0,7.0,16.0,7.0,0.0,0.0,0.0,0.0,0:00
Camila Albuquerque,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Cyborg vs. Lansberg,2016-09-24,Brasilia,Distrito Federal,Brazil,0.0,133.0,71.0,102.0,43.0,0.0,0.0,0.0,0.0,0:03
Rich Mitchell,3,F,M,Submission,"Rear Naked Choke
      Technical Submission",2,4:31,UFC Fight Night: Mousasi vs. Hall 2,2016-11-19,Belfast,Northern Ireland,United Kingdom,0.0,54.0,46.0,28.0,20.0,9.0,7.0,2.0,0.0,6:37
John Sharp,3,F,M,Decision,Split,3,5:00,UFC Fight Night: Felder vs. Hooker,2020-02-22,Auckland,,New Zealand,1.0,97.0,60.0,72.0,38.0,1.0,1.0,0.0,0.0,2:02
Mark Smith,3,F,M,KO/TKO,Knee to Body In Clinch,1,1:54,UFC 194: Aldo vs McGregor,2015-12-12,Las Vegas,Nevada,USA,0.0,13.0,9.0,13.0,9.0,0.0,0.0,0.0,0.0,0:00
Kevin Sataki,3,F,M,TKO - Doctor's Stoppage,Facial Cut,2,3:24,UFC Fight Night: Jedrzejczyk vs Penne,2015-06-20,Berlin,Berlin,Germany,0.0,127.0,99.0,51.0,29.0,3.0,2.0,0.0,0.0,4:48
John McCarthy,3,F,M,Submission,Rear Naked Choke,1,2:56,UFC Fight Night: Mir vs Duffee,2015-07-15,San Diego,California,USA,0.0,28.0,9.0,28.0,9.0,2.0,1.0,1.0,0.0,1:08
Frank Collazo,3,F,M,Decision,Split,3,5:00,UFC Fight Night: Swanson vs Stephens,2014-06-28,San Antonio,Texas,USA,0.0,73.0,50.0,37.0,22.0,10.0,3.0,2.0,0.0,6:29
Chris Tognoni,3,F,M,KO/TKO,Punch to Head At Distance,3,3:17,UFC Fight Night: Strickland vs. Magomedov,2023-07-01,Las Vegas,Nevada,USA,0.0,177.0,99.0,163.0,85.0,3.0,1.0,0.0,0.0,2:23
Matt Wynne,3,F,M,Decision,Split,3,5:00,UFC 284: Makhachev vs. Volkanovski,2023-02-11,Perth,Western Australia,Australia,0.0,172.0,73.0,169.0,70.0,4.0,0.0,0.0,0.0,2:11
Keith Peterson,3,F,M,Decision,Split,3,5:00,UFC 210: Cormier vs. Johnson 2,2017-04-08,Buffalo,New York,USA,0.0,144.0,43.0,142.0,41.0,1.0,0.0,0.0,0.0,0:00
Neil Hall,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Volkov vs. Struve,2017-09-02,Rotterdam,Zuid-Holland,Netherlands,0.0,109.0,35.0,108.0,34.0,11.0,3.0,0.0,0.0,1:05
Kiselev Viacheslav,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Hunt vs. Oleinik,2018-09-15,Moscow,Moscow,Russia,0.0,83.0,28.0,82.0,27.0,0.0,0.0,0.0,0.0,0:04
James Chappell,3,F,M,KO/TKO,Punches to Head On Ground,1,2:52,UFC Fight Night: Barboza vs. Gaethje,2019-03-30,Philadelphia,Pennsylvania,USA,0.0,24.0,12.0,24.0,12.0,1.0,0.0,0.0,0.0,0:00
Marc Goddard,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Machida vs. Anders,2018-02-03,Belem,Para,Brazil,0.0,106.0,70.0,72.0,36.0,8.0,3.0,3.0,0.0,3:55
Herb Dean,3,F,M,Decision,Unanimous,3,5:00,UFC on FOX: VanZant vs. Waterson,2016-12-17,Sacramento,California,USA,0.0,175.0,99.0,160.0,87.0,12.0,8.0,1.0,0.0,3:59
Robert Romero,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Anderson vs. Blachowicz,2020-02-15,Rio Rancho,New Mexico,USA,0.0,131.0,66.0,121.0,58.0,2.0,0.0,0.0,0.0,0:27
Larry Folsom,3,F,M,Decision,Split,3,5:00,UFC Fight Night: Thompson vs. Holland,2022-12-03,Orlando,Florida,USA,0.0,215.0,95.0,183.0,66.0,15.0,4.0,0.0,0.0,5:35
Herb Dean,3,F,M,KO/TKO,Spinning Back Fist Head,1,4:38,UFC Fight Night: Lewis vs. Oleinik,2020-08-08,Las Vegas,Nevada,USA,1.0,64.0,36.0,64.0,36.0,2.0,0.0,0.0,0.0,1:57
David Ferguson,3,F,M,Submission,Rear Naked Choke,3,2:40,UFC Fight Night: Teixeira vs Saint Preux,2015-08-08,Nashville,Tennessee,USA,0.0,125.0,44.0,112.0,31.0,0.0,0.0,0.0,0.0,0:46
Larry Folsom,3,F,M,KO/TKO,Punch to Head At Distance,2,2:36,UFC Fight Night: Emmett vs. Topuria,2023-06-24,Jacksonville,Florida,USA,2.0,110.0,64.0,95.0,54.0,1.0,1.0,1.0,0.0,1:57
Mark Smith,3,F,M,Decision,Unanimous,3,5:00,UFC 285: Jones vs. Gane,2023-03-04,Las Vegas,Nevada,USA,1.0,162.0,98.0,129.0,66.0,1.0,0.0,1.0,1.0,0:31
Kerry Hatley,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Strickland vs. Imavov,2023-01-14,Las Vegas,Nevada,USA,0.0,228.0,130.0,171.0,89.0,4.0,3.0,0.0,0.0,8:27
Jason Herzog,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Dern vs. Hill,2023-05-20,Las Vegas,Nevada,USA,0.0,340.0,217.0,245.0,149.0,10.0,1.0,1.0,1.0,3:54
Keith Peterson,3,F,M,KO/TKO,Punches to Head From Mount,3,3:25,UFC Fight Night: Vettori vs. Cannonier,2023-06-17,Las Vegas,Nevada,USA,0.0,175.0,134.0,115.0,80.0,5.0,4.0,0.0,0.0,9:01
Rob Hinds,3,F,M,KO/TKO,Punches to Head At Distance,3,2:39,UFC Fight Night: Lee vs. Iaquinta,2018-12-15,Milwaukee,Wisconsin,USA,0.0,228.0,149.0,194.0,116.0,8.0,3.0,0.0,0.0,4:25
Kevin MacDonald,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Jacare vs. Brunson 2,2018-01-27,Charlotte,North Carolina,USA,0.0,188.0,62.0,186.0,60.0,4.0,1.0,0.0,0.0,0:49
Marc Goddard,3,F,M,Decision,Split,3,5:00,UFC Fight Night: Gustafsson vs. Teixeira,2017-05-28,Stockholm,,Sweden,0.0,106.0,69.0,62.0,26.0,13.0,5.0,0.0,0.0,5:38
Mark Smith,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Cannonier vs. Strickland,2022-12-17,Las Vegas,Nevada,USA,0.0,105.0,50.0,81.0,34.0,21.0,7.0,0.0,0.0,9:25
Chris Tognoni,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Font vs. Garbrandt,2021-05-22,Las Vegas,Nevada,USA,1.0,69.0,36.0,63.0,30.0,1.0,0.0,1.0,0.0,0:16
Neil Swailes,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Dos Santos vs. Tuivasa,2018-12-01,Adelaide,South Australia,Australia,0.0,43.0,22.0,31.0,10.0,0.0,0.0,0.0,0.0,0:00
Herb Dean,3,F,M,KO/TKO,Elbow to Head At Distance,1,1:50,UFC Fight Night: Vettori vs. Cannonier,2023-06-17,Las Vegas,Nevada,USA,1.0,17.0,13.0,17.0,13.0,0.0,0.0,0.0,0.0,0:01
Keith Peterson,3,F,M,KO/TKO,Punch to Head At Distance,2,1:58,UFC Fight Night: Walker vs. Hill,2022-02-19,Las Vegas,Nevada,USA,1.0,93.0,49.0,92.0,48.0,0.0,0.0,0.0,0.0,0:34
Jason Herzog,5,T,M,Submission,Arm Triangle From Side Control,2,3:16,UFC 280: Oliveira vs. Makhachev,2022-10-22,Abu Dhabi,Abu Dhabi,United Arab Emirates,0.0,46.0,25.0,39.0,19.0,1.0,0.0,0.0,0.0,0:42
Kevin MacDonald,3,F,M,Decision,Unanimous,3,5:00,UFC 208: Holm vs. De Randamie,2017-02-11,Brooklyn,New York,USA,0.0,61.0,35.0,35.0,13.0,2.0,0.0,1.0,0.0,0:31
Andy Social,3,F,M,Submission,Armbar From Mount,1,4:43,UFC Fight Night: Alvarez vs. Poirier 2,2018-07-28,Calgary,Alberta,Canada,0.0,17.0,7.0,17.0,7.0,0.0,0.0,0.0,0.0,0:00
Dan Miragliotta,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Poirier vs. Johnson,2016-09-17,Hidalgo,Texas,USA,0.0,61.0,42.0,17.0,5.0,0.0,0.0,2.0,4.0,4:04
Frank Collazo,3,F,M,KO/TKO,Punch to Head At Distance,1,1:46,UFC 192: Cormier vs Gustafsson,2015-10-03,Houston,Texas,USA,1.0,7.0,3.0,7.0,3.0,0.0,0.0,0.0,0.0,0:00
Osiris Maia,3,F,M,KO/TKO,Punch to Head At Distance,1,1:26,UFC Fight Night: Blachowicz vs. Jacare,2019-11-16,Sao Paulo,Sao Paulo,Brazil,1.0,16.0,10.0,16.0,10.0,1.0,0.0,0.0,0.0,0:02
Dan Miragliotta,3,F,M,Decision,Split,3,5:00,UFC Fight Night: Santos vs. Walker,2021-10-02,Las Vegas,Nevada,USA,0.0,102.0,70.0,69.0,38.0,7.0,4.0,0.0,0.0,6:03
Herb Dean,3,F,M,Decision,Unanimous,3,5:00,UFC 282: Blachowicz vs. Ankalaev,2022-12-10,Las Vegas,Nevada,USA,0.0,194.0,97.0,155.0,63.0,3.0,0.0,0.0,0.0,0:35
Herb Dean,3,F,M,Decision,Unanimous,3,5:00,UFC 278: Usman vs. Edwards,2022-08-20,Salt Lake City,Utah,USA,0.0,86.0,41.0,81.0,36.0,3.0,0.0,0.0,0.0,0:54
Fernando Portella,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Brunson vs. Machida,2017-10-28,Sao Paulo,Sao Paulo,Brazil,0.0,115.0,41.0,106.0,32.0,3.0,0.0,1.0,0.0,0:37
Todd Ronald Anderson,3,F,M,KO/TKO,Punch to Head At Distance,2,2:11,UFC Fight Night: Dos Anjos vs. Lee,2019-05-18,Rochester,New York,USA,1.0,64.0,43.0,59.0,38.0,0.0,0.0,1.0,1.0,1:37
Jason Herzog,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Ngannou vs. Velasquez,2019-02-17,Phoenix,Arizona,USA,0.0,157.0,86.0,122.0,54.0,0.0,0.0,0.0,0.0,0:17
John McCarthy,3,F,M,TKO - Doctor's Stoppage,Eye Injury,2,5:00,UFC on FOX: Evans vs Davis,2012-01-28,Chicago,Illinois,USA,0.0,129.0,100.0,97.0,68.0,2.0,2.0,1.0,0.0,4:51
Dan Miragliotta,3,F,M,KO/TKO,Kick to Head At Distance,2,1:19,UFC 229: Khabib vs. McGregor,2018-10-06,Las Vegas,Nevada,USA,0.0,27.0,13.0,27.0,13.0,0.0,0.0,0.0,0.0,0:08
Herb Dean,3,F,M,Decision,Unanimous,3,5:00,UFC 140: Jones vs Machida,2011-12-10,Toronto,Ontario,Canada,0.0,143.0,102.0,85.0,46.0,7.0,5.0,0.0,0.0,11:41
Herb Dean,3,F,M,Decision,Split,3,5:00,UFC 123: Rampage vs Machida,2010-11-20,Auburn Hills,Michigan,USA,1.0,102.0,66.0,60.0,31.0,13.0,8.0,1.0,0.0,7:07
Anthony Hamlett,3,F,M,Submission,Guillotine Choke After Drop to Guard,3,2:24,UFC Fight Night: Nogueira vs Davis,2011-03-26,Seattle,Washington,USA,0.0,68.0,53.0,61.0,46.0,6.0,4.0,1.0,0.0,4:30
Josh Rosenthal,3,F,M,Decision,Unanimous,3,5:00,UFC 118: Edgar vs Penn 2,2010-08-28,Boston,Massachusetts,USA,0.0,56.0,41.0,35.0,20.0,0.0,0.0,0.0,0.0,0:25
Dale Frye,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Florian vs Gomi,2010-03-31,Charlotte,North Carolina,USA,1.0,96.0,45.0,74.0,24.0,1.0,0.0,1.0,0.0,0:19
Jerin Valel,3,F,M,Submission,Anaconda Choke On Ground,2,0:55,UFC Fight Night: Assuncao vs. Moraes 2,2019-02-02,Fortaleza,Ceara,Brazil,0.0,61.0,31.0,58.0,28.0,1.0,1.0,1.0,0.0,0:13
Herb Dean,3,F,M,Decision,Unanimous,3,5:00,UFC 209: Woodley vs. Thompson 2,2017-03-04,Las Vegas,Nevada,USA,0.0,144.0,79.0,141.0,76.0,1.0,1.0,0.0,0.0,0:07
Todd Ronald Anderson,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Rivera vs. Moraes,2018-06-01,Utica,New York,USA,0.0,146.0,63.0,144.0,61.0,5.0,0.0,0.0,0.0,0:44
Dan Miragliotta,3,F,M,KO/TKO,Elbows to Head From Guard,2,4:06,UFC 218: Holloway vs. Aldo 2,2017-12-02,Detroit,Michigan,USA,0.0,20.0,12.0,13.0,6.0,3.0,2.0,2.0,1.0,2:52
Herb Dean,3,F,M,Decision,Split,3,5:00,UFC 242: Khabib vs. Poirier,2019-09-07,Abu Dhabi,Abu Dhabi,United Arab Emirates,0.0,133.0,77.0,114.0,60.0,3.0,1.0,0.0,0.0,1:49
Robert Madrigal,3,F,M,Decision,Unanimous,3,5:00,UFC on FOX: Dillashaw vs. Barao II,2015-07-25,Chicago,Illinois,USA,0.0,135.0,64.0,135.0,64.0,1.0,0.0,0.0,0.0,0:00
Osiris Maia,3,F,M,TKO - Doctor's Stoppage,Facial Cut,3,2:25,UFC Fight Night: Cyborg vs. Lansberg,2016-09-24,Brasilia,Distrito Federal,Brazil,0.0,85.0,42.0,67.0,32.0,3.0,1.0,0.0,0.0,4:22
Keith Peterson,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Ngannou vs. Velasquez,2019-02-17,Phoenix,Arizona,USA,0.0,129.0,69.0,121.0,61.0,0.0,0.0,0.0,0.0,2:14
Grant Waterman,3,F,M,KO/TKO,Elbow to Head From Guard,1,3:57,UFC Fight Night: Nelson vs. Ponzinibbio,2017-07-16,Glasgow,Scotland,United Kingdom,0.0,15.0,11.0,9.0,5.0,1.0,0.0,0.0,0.0,1:45
Jason Herzog,3,F,M,Decision,Split,3,5:00,UFC 191: Johnson vs Dodson 2,2015-09-05,Las Vegas,Nevada,USA,0.0,140.0,86.0,116.0,62.0,1.0,1.0,0.0,0.0,3:03
Chris Tognoni,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Almeida vs Garbrandt,2016-05-29,Las Vegas,Nevada,USA,0.0,98.0,41.0,97.0,40.0,6.0,3.0,0.0,0.0,3:25
Herb Dean,3,F,M,Decision,Split,3,5:00,UFC Fight Night: MacDonald vs Saffiedine,2014-10-04,Halifax,Nova Scotia,Canada,1.0,77.0,45.0,50.0,29.0,16.0,6.0,0.0,1.0,7:19
Yves Lavigne,3,F,M,KO/TKO,Spinning Back Fist Head,2,2:09,UFC 182: Jones vs Cormier,2015-01-03,Las Vegas,Nevada,USA,0.0,52.0,21.0,52.0,21.0,2.0,0.0,0.0,0.0,0:00
Herb Dean,3,F,M,Decision,Unanimous,3,5:00,UFC 155: Dos Santos vs Velasquez II,2012-12-29,Las Vegas,Nevada,USA,0.0,45.0,10.0,41.0,6.0,0.0,0.0,0.0,0.0,0:00
John McCarthy,3,F,M,Decision,Unanimous,3,5:00,UFC 182: Jones vs Cormier,2015-01-03,Las Vegas,Nevada,USA,0.0,105.0,54.0,83.0,37.0,1.0,1.0,2.0,1.0,3:41
Kerry Hatley,3,F,M,Decision,Unanimous,3,5:00,UFC 171: Hendricks vs Lawler,2014-03-15,Dallas,Texas,USA,0.0,105.0,37.0,93.0,25.0,0.0,0.0,2.0,0.0,0:49
John McCarthy,3,F,M,KO/TKO,Punch to Head At Distance,2,1:02,UFC on FOX: Henderson vs Melendez,2013-04-20,San Jose,California,USA,0.0,32.0,10.0,28.0,6.0,1.0,1.0,0.0,1.0,2:19
John McCarthy,3,F,M,Decision,Split,3,5:00,UFC 165: Jones vs Gustafsson,2013-09-21,Toronto,Ontario,Canada,0.0,105.0,31.0,98.0,25.0,0.0,0.0,0.0,2.0,0:46
Mario Yamasaki,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Edgar vs Swanson,2014-11-22,Austin,Texas,USA,0.0,123.0,50.0,123.0,50.0,2.0,0.0,0.0,0.0,0:02
Jorge Alonso,3,F,M,Submission,Rear Naked Choke,1,3:15,UFC on FOX: Werdum vs Browne,2014-04-19,Orlando,Florida,USA,1.0,20.0,11.0,20.0,11.0,1.0,0.0,2.0,0.0,0:21
Herb Dean,3,F,M,Decision,Unanimous,3,5:00,UFC 197: Jones vs Saint Preux,2016-04-23,Las Vegas,Nevada,USA,0.0,131.0,48.0,131.0,48.0,3.0,0.0,0.0,0.0,0:00
John McCarthy,3,F,M,Decision,Unanimous,3,5:00,UFC 219: Cyborg vs. Holm,2017-12-30,Las Vegas,Nevada,USA,0.0,246.0,154.0,177.0,89.0,13.0,4.0,0.0,0.0,10:32
Mario Yamasaki,3,F,M,Decision,Split,3,5:00,UFC 134: Silva vs Okami,2011-08-27,Rio de Janeiro,,Brazil,0.0,188.0,62.0,186.0,60.0,6.0,0.0,0.0,0.0,0:39
Mike Beltran,3,F,M,Decision,Majority,3,5:00,UFC on FOX: Johnson vs. Benavidez 2,2013-12-14,Sacramento,California,USA,0.0,140.0,67.0,125.0,55.0,10.0,1.0,1.0,0.0,3:04
Marc Fennell,3,F,M,KO/TKO,Kicks to Leg At Distance,3,0:26,UFC 123: Rampage vs Machida,2010-11-20,Auburn Hills,Michigan,USA,0.0,104.0,68.0,45.0,12.0,5.0,0.0,1.0,0.0,0:10
Mark Smith,3,F,M,Decision,Split,3,5:00,UFC Fight Night: Eye vs. Calvillo,2020-06-13,Las Vegas,Nevada,USA,0.0,173.0,69.0,173.0,69.0,1.0,0.0,0.0,0.0,0:00
Dan Miragliotta,3,F,M,KO/TKO,Punch to Head At Distance,1,0:23,UFC Fight Night: Kara-France vs. Albazi,2023-06-03,Las Vegas,Nevada,USA,1.0,5.0,3.0,5.0,3.0,0.0,0.0,0.0,0.0,0:00
Herb Dean,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Vettori vs. Holland,2021-04-10,Las Vegas,Nevada,USA,0.0,76.0,45.0,34.0,11.0,0.0,0.0,0.0,0.0,2:03
Herb Dean,3,F,M,Submission,Rear Naked Choke,1,3:51,UFC Fight Night: Munhoz vs. Edgar,2020-08-22,Las Vegas,Nevada,USA,0.0,14.0,9.0,14.0,9.0,0.0,0.0,0.0,0.0,0:00
Herb Dean,3,F,M,Decision,Unanimous,3,5:00,UFC 252: Miocic vs. Cormier 3,2020-08-15,Las Vegas,Nevada,USA,0.0,57.0,26.0,39.0,14.0,2.0,2.0,2.0,1.0,5:10
Travis Metteer,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Ngannou vs. Dos Santos,2019-06-29,Minneapolis,Minnesota,USA,0.0,90.0,34.0,87.0,31.0,3.0,2.0,0.0,0.0,2:35
Todd Ronald Anderson,3,F,M,Submission,Arm Triangle From Half Guard,2,4:06,UFC Fight Night: Rivera vs. Moraes,2018-06-01,Utica,New York,USA,0.0,48.0,30.0,26.0,13.0,9.0,7.0,2.0,0.0,7:51
Mark Craig,3,F,M,KO/TKO,Punch to Head In Clinch,1,3:37,UFC Fight Night: Lewis vs. Hunt,2017-06-10,Auckland,,New Zealand,0.0,56.0,21.0,56.0,21.0,0.0,0.0,0.0,0.0,0:00
Mark Smith,3,F,M,Decision,Unanimous,3,5:00,UFC 173: Barao vs Dillashaw,2014-05-24,Las Vegas,Nevada,USA,0.0,84.0,30.0,77.0,24.0,0.0,0.0,0.0,0.0,0:06
Leon Roberts,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Zabit vs. Kattar,2019-11-09,Moscow,Moscow,Russia,0.0,71.0,38.0,49.0,20.0,8.0,3.0,0.0,0.0,6:19
Herb Dean,3,F,M,Submission,Guillotine Choke After Drop to Guard,1,0:58,UFC Fight Night: Covington vs. Lawler,2019-08-03,Newark,New Jersey,USA,0.0,8.0,2.0,8.0,2.0,0.0,0.0,1.0,0.0,0:00
Mark Smith,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Overeem vs. Volkov,2021-02-06,Las Vegas,Nevada,USA,0.0,138.0,70.0,126.0,58.0,0.0,0.0,0.0,0.0,3:03
Josh Rosenthal,3,F,M,Decision,Split,3,5:00,The Ultimate Fighter: United States vs. United Kingdom Finale,2009-06-20,Las Vegas,Nevada,USA,1.0,156.0,80.0,144.0,68.0,2.0,1.0,3.0,0.0,1:06
Mike King,3,F,M,KO/TKO,Punch to Head At Distance,1,1:07,UFC Fight Night: Poirier vs. Pettis,2017-11-11,Norfolk,Virginia,USA,0.0,7.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0:00
Herb Dean,3,F,M,Decision,Unanimous,3,5:00,UFC 237: Namajunas vs. Andrade,2019-05-11,Rio de Janeiro,Rio de Janeiro,Brazil,0.0,188.0,74.0,177.0,64.0,0.0,0.0,0.0,0.0,0:00
Dan Miragliotta,5,F,M,Decision,Split,5,5:00,UFC on FX: Maynard vs Guida,2012-06-22,Atlantic City,New Jersey,USA,0.0,229.0,52.0,225.0,49.0,9.0,1.0,1.0,0.0,1:10
Yves Lavigne,3,F,M,Decision,Split,3,5:00,UFC 72: Victory,2007-06-16,Belfast,Northern Ireland,United Kingdom,0.0,125.0,87.0,87.0,50.0,2.0,2.0,2.0,0.0,1:49
Mario Yamasaki,3,F,M,Submission,Rear Naked Choke,2,2:19,UFC 107: Penn vs Sanchez,2009-12-12,Memphis,Tennessee,USA,1.0,102.0,43.0,78.0,22.0,2.0,1.0,1.0,0.0,1:05
John McCarthy,3,F,M,Submission,Rear Naked Choke,3,0:51,The Ultimate Fighter: Team Hughes vs. Team Serra Finale,2007-12-08,Las Vegas,Nevada,USA,0.0,140.0,53.0,102.0,31.0,0.0,0.0,3.0,2.0,0:50
John McCarthy,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Evans vs Salmon,2007-01-25,Hollywood,Florida,USA,0.0,131.0,51.0,113.0,33.0,0.0,0.0,1.0,0.0,0:48
"Larry Downs, Jr.",3,F,M,Submission,Rear Naked Choke,1,2:12,UFC Fight Night: Jacare vs. Hermansson,2019-04-27,Sunrise,Florida,USA,0.0,14.0,8.0,11.0,6.0,2.0,2.0,1.0,0.0,0:52
Jerry Poe,3,F,M,KO/TKO,Punch to Head In Clinch,1,1:45,UFC 203: Miocic vs. Overeem,2016-09-10,Cleveland,Ohio,USA,1.0,45.0,23.0,41.0,20.0,1.0,0.0,0.0,0.0,0:11
Rob Hinds,3,F,M,Submission,Arm Triangle From Mount,2,2:11,UFC Fight Night: Rockhold vs. Branch,2017-09-16,Pittsburgh,Pennsylvania,USA,1.0,73.0,34.0,56.0,20.0,6.0,4.0,1.0,0.0,5:48
Kevin MacDonald,3,F,M,Submission,Rear Naked Choke,1,1:29,UFC 228: Woodley vs. Till,2018-09-08,Dallas,Texas,USA,0.0,26.0,17.0,24.0,15.0,1.0,1.0,1.0,0.0,0:19
Al Guinee,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Rodriguez vs. Penn,2017-01-15,Phoenix,Arizona,USA,0.0,119.0,83.0,40.0,20.0,6.0,2.0,0.0,0.0,12:24
Mario Yamasaki,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Stephens vs. Choi,2018-01-14,St. Louis,Missouri,USA,0.0,93.0,56.0,67.0,35.0,11.0,3.0,2.0,1.0,10:09
Jerin Valel,3,F,M,KO/TKO,Punch to Head In Clinch,2,4:36,UFC 215: Nunes vs Shevchenko 2,2017-09-09,Edmonton,Alberta,Canada,0.0,90.0,34.0,83.0,28.0,4.0,0.0,0.0,0.0,0:26
Mark Smith,3,F,M,KO/TKO,Punches to Head From Back Control,1,2:18,UFC 200: Tate vs Nunes,2016-07-09,Las Vegas,Nevada,USA,0.0,32.0,13.0,26.0,8.0,1.0,1.0,0.0,0.0,1:33
Josh Rosenthal,3,F,M,Submission,Guillotine Choke From Bottom Half Guard,2,4:27,UFC 125: Resolution,2011-01-01,Las Vegas,Nevada,USA,0.0,69.0,16.0,61.0,12.0,9.0,3.0,2.0,0.0,1:48
Mario Yamasaki,3,F,M,Submission,Armbar From Bottom,1,4:27,UFC 135: Jones vs Rampage,2011-09-24,Denver,Colorado,USA,1.0,81.0,42.0,73.0,36.0,0.0,0.0,3.0,0.0,0:23
Herb Dean,3,F,M,KO/TKO,Punches to Head From Back Control,1,2:37,UFC on FOX: Dillashaw vs. Barao II,2015-07-25,Chicago,Illinois,USA,0.0,39.0,25.0,26.0,15.0,1.0,1.0,0.0,0.0,1:07
Steve Perceval,3,F,M,KO/TKO,Punch to Head At Distance,1,1:32,UFC Fight Night: Hunt vs Nelson,2014-09-20,Saitama,,Japan,1.0,23.0,10.0,23.0,10.0,1.0,0.0,0.0,0.0,0:05
Jason Herzog,3,F,M,KO/TKO,Punch to Head At Distance,1,1:04,UFC Live: Jones vs Matyushenko,2010-08-01,San Diego,California,USA,0.0,14.0,3.0,14.0,3.0,0.0,0.0,0.0,0.0,0:00
Mario Yamasaki,3,F,M,Submission,Rear Naked Choke,3,2:52,UFC Fight Night: Florian vs Gomi,2010-03-31,Charlotte,North Carolina,USA,0.0,210.0,74.0,186.0,51.0,2.0,1.0,1.0,0.0,1:45
Jason Herzog,3,F,M,Submission,Rear Naked Choke,2,2:57,UFC Fight Night: Namajunas vs. VanZant,2015-12-10,Las Vegas,Nevada,USA,0.0,31.0,19.0,15.0,7.0,0.0,0.0,1.0,1.0,2:27
Dan Miragliotta,3,F,M,Submission,Rear Naked Choke,2,1:20,UFC on FOX: Teixeira vs Evans,2016-04-16,Tampa,Florida,USA,0.0,53.0,27.0,53.0,27.0,4.0,1.0,0.0,0.0,1:00
Herb Dean,3,F,M,TKO - Doctor's Stoppage,Facial Cut,2,2:14,UFC Fight Night: Jacare vs Mousasi,2014-09-05,Ledyard,Connecticut,USA,0.0,66.0,42.0,41.0,21.0,7.0,2.0,0.0,1.0,2:44
Gary Copeland,3,F,M,Submission,Rear Naked Choke,2,1:41,UFC Fight Night: Fight for the Troops 3,2013-11-06,Fort Campbell,Kentucky,USA,0.0,27.0,13.0,18.0,4.0,3.0,2.0,1.0,0.0,3:11
Herb Dean,3,F,M,Submission,Armbar From Bottom Guard,1,3:42,UFC 168: Weidman vs Silva 2,2013-12-28,Las Vegas,Nevada,USA,0.0,28.0,9.0,25.0,6.0,1.0,1.0,1.0,0.0,0:12
Yves Lavigne,3,F,M,Decision,Unanimous,3,5:00,UFC 148: Silva vs Sonnen 2,2012-07-07,Las Vegas,Nevada,USA,0.0,125.0,57.0,101.0,37.0,1.0,1.0,0.0,0.0,1:23
