fighter_id_x,knockdowns_x,total_strikes_att_x,total_strikes_succ_x,sig_strikes_att_x,sig_strikes_succ_x,takedown_att_x,takedown_succ_x,submission_att_x,reversals_x,ctrl_time_x,fighter_f_name_y,fighter_l_name_y,fighter_nickname_y,fighter_height_cm_y,fighter_weight_lbs_y,fighter_reach_cm_y,fighter_stance_y,fighter_dob_y,fighter_w_y,fighter_l_y,fighter_d_y,fighter_nc_dq_y,fight_stat_id_y,fighter_id_y,knockdowns_y,total_strikes_att_y,total_strikes_succ_y,sig_strikes_att_y,sig_strikes_succ_y,takedown_att_y,takedown_succ_y,submission_att_y,reversals_y,ctrl_time_y,winner
2575.0,0.0,124.0,91.0,71.0,48.0,11.0,8.0,3.0,0.0,10:45,Josh,Fremd,,193.04,185.0,193.04,Orthodox,1994-01-15,11,5,0,,12869,2929.0,0.0,67.0,43.0,54.0,31.0,1.0,1.0,1.0,1.0,2:37,2575.0
2181.0,1.0,42.0,32.0,42.0,32.0,0.0,0.0,0.0,0.0,0:03,Claudio,Ribeiro,,185.42,185.0,195.58,Orthodox,1992-07-17,11,4,0,,14235,1054.0,0.0,60.0,33.0,59.0,32.0,1.0,0.0,0.0,0.0,0:16,2181.0
2527.0,0.0,29.0,22.0,24.0,17.0,2.0,1.0,0.0,0.0,2:30,Claudio,Ribeiro,,185.42,185.0,195.58,Orthodox,1992-07-17,11,4,0,,13961,1054.0,1.0,91.0,60.0,63.0,37.0,1.0,1.0,0.0,0.0,3:07,1054.0
2181.0,0.0,96.0,38.0,95.0,37.0,1.0,0.0,0.0,0.0,0:02,Karl,Roberson,Baby K,185.42,205.0,187.96,Southpaw,1990-10-04,9,6,0,,10621,1013.0,0.0,117.0,43.0,117.0,43.0,3.0,1.0,1.0,0.0,0:56,1013.0
935.0,2.0,69.0,26.0,69.0,26.0,1.0,0.0,0.0,0.0,0:15,Karl,Roberson,Baby K,185.42,205.0,187.96,Southpaw,1990-10-04,9,6,0,,12803,1013.0,0.0,28.0,17.0,28.0,17.0,0.0,0.0,0.0,0.0,0:00,935.0
1432.0,0.0,114.0,64.0,43.0,20.0,7.0,5.0,1.0,0.0,10:46,Karl,Roberson,Baby K,185.42,205.0,187.96,Southpaw,1990-10-04,9,6,0,,13151,1013.0,0.0,26.0,16.0,19.0,9.0,3.0,0.0,0.0,0.0,0:23,1432.0
427.0,0.0,26.0,20.0,11.0,6.0,3.0,1.0,1.0,0.0,1:46,Karl,Roberson,Baby K,185.42,205.0,187.96,Southpaw,1990-10-04,9,6,0,,9735,1013.0,1.0,35.0,29.0,30.0,24.0,0.0,0.0,0.0,0.0,0:42,427.0
536.0,0.0,20.0,6.0,20.0,6.0,1.0,0.0,0.0,0.0,0:34,Karl,Roberson,Baby K,185.42,205.0,187.96,Southpaw,1990-10-04,9,6,0,,8597,1013.0,0.0,29.0,21.0,23.0,17.0,1.0,1.0,2.0,0.0,1:14,1013.0
3008.0,0.0,16.0,14.0,6.0,5.0,3.0,2.0,1.0,0.0,4:20,Karl,Roberson,Baby K,185.42,205.0,187.96,Southpaw,1990-10-04,9,6,0,,9071,1013.0,0.0,26.0,20.0,6.0,4.0,0.0,0.0,0.0,0.0,0:00,3008.0
3389.0,0.0,225.0,116.0,212.0,103.0,1.0,0.0,0.0,0.0,0:26,Jasmine,Jasudavicius,,170.18,125.0,172.72,Orthodox,1989-03-01,9,3,0,,14401,2400.0,0.0,225.0,95.0,206.0,77.0,10.0,2.0,0.0,0.0,3:00,3389.0
1804.0,0.0,132.0,68.0,127.0,63.0,3.0,0.0,0.0,0.0,0:07,Jasmine,Jasudavicius,,170.18,125.0,172.72,Orthodox,1989-03-01,9,3,0,,14065,2400.0,0.0,235.0,115.0,158.0,67.0,1.0,1.0,0.0,0.0,7:35,2400.0
2651.0,0.0,112.0,52.0,101.0,44.0,7.0,1.0,0.0,0.0,1:23,Jasmine,Jasudavicius,,170.18,125.0,172.72,Orthodox,1989-03-01,9,3,0,,12635,2400.0,0.0,165.0,99.0,110.0,50.0,3.0,2.0,0.0,1.0,6:04,2400.0
3389.0,0.0,102.0,70.0,66.0,36.0,3.0,2.0,1.0,1.0,7:54,Melissa,Gatto,,165.1,125.0,175.26,Orthodox,1996-05-02,8,2,2,,12961,2859.0,0.0,95.0,49.0,73.0,30.0,6.0,3.0,1.0,1.0,3:17,3389.0
2004.0,0.0,166.0,81.0,149.0,66.0,1.0,1.0,0.0,0.0,0:47,Melissa,Gatto,,165.1,125.0,175.26,Orthodox,1996-05-02,8,2,2,,14139,2859.0,0.0,201.0,100.0,186.0,85.0,7.0,0.0,0.0,0.0,2:57,2004.0
3053.0,0.0,68.0,32.0,45.0,14.0,4.0,1.0,0.0,1.0,6:05,Melissa,Gatto,,165.1,125.0,175.26,Orthodox,1996-05-02,8,2,2,,12597,2859.0,1.0,91.0,64.0,34.0,17.0,1.0,0.0,0.0,1.0,3:01,2859.0
2050.0,0.0,110.0,59.0,91.0,43.0,3.0,0.0,0.0,2.0,2:27,Melissa,Gatto,,165.1,125.0,175.26,Orthodox,1996-05-02,8,2,2,,12207,2859.0,0.0,148.0,96.0,121.0,70.0,5.0,1.0,0.0,1.0,1:50,2859.0
3389.0,0.0,138.0,84.0,112.0,66.0,5.0,3.0,1.0,0.0,6:26,Justine,Kish,,165.1,125.0,162.56,Orthodox,1988-04-13,7,4,0,,11905,2209.0,1.0,140.0,72.0,119.0,55.0,1.0,0.0,0.0,0.0,0:38,3389.0
2568.0,0.0,182.0,131.0,93.0,47.0,5.0,2.0,1.0,0.0,9:24,Justine,Kish,,165.1,125.0,162.56,Orthodox,1988-04-13,7,4,0,,8279,2209.0,0.0,84.0,50.0,72.0,40.0,2.0,0.0,0.0,1.0,1:44,2568.0
1795.0,1.0,275.0,131.0,275.0,131.0,0.0,0.0,1.0,0.0,0:14,Justine,Kish,,165.1,125.0,162.56,Orthodox,1988-04-13,7,4,0,,11299,2209.0,0.0,212.0,94.0,210.0,93.0,3.0,1.0,0.0,0.0,0:32,1795.0
3389.0,0.0,109.0,66.0,42.0,20.0,5.0,3.0,0.0,0.0,9:58,Stephanie,Egger,,167.64,125.0,172.72,Orthodox,1988-08-12,8,4,0,,11391,3112.0,0.0,70.0,27.0,32.0,10.0,6.0,1.0,0.0,1.0,2:07,3389.0
3447.0,0.0,13.0,10.0,4.0,2.0,1.0,1.0,0.0,0.0,2:01,Stephanie,Egger,,167.64,125.0,172.72,Orthodox,1988-08-12,8,4,0,,12721,3112.0,0.0,34.0,29.0,10.0,5.0,2.0,2.0,1.0,0.0,1:21,3112.0
3629.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,0:00,Stephanie,Egger,,167.64,125.0,172.72,Orthodox,1988-08-12,8,4,0,,13247,3112.0,0.0,17.0,12.0,13.0,8.0,1.0,1.0,0.0,0.0,0:44,3629.0
1064.0,0.0,39.0,15.0,38.0,14.0,2.0,0.0,0.0,0.0,0:01,Charlie,Campbell,The Cannibal,182.88,155.0,182.88,Orthodox,1995-07-03,8,2,0,,14399,3574.0,1.0,72.0,43.0,72.0,43.0,0.0,0.0,0.0,0.0,0:02,3574.0
2196.0,0.0,206.0,147.0,128.0,81.0,4.0,3.0,0.0,0.0,10:49,Marnic,Mann,The Sawed-Off Savage,152.4,115.0,162.56,Southpaw,1993-03-05,6,2,0,,14397,1874.0,0.0,64.0,39.0,29.0,8.0,2.0,0.0,0.0,0.0,0:33,2196.0
4089.0,0.0,271.0,94.0,271.0,94.0,0.0,0.0,0.0,0.0,0:00,Sean,Strickland,,185.42,185.0,193.04,Orthodox,1991-02-27,28,5,0,,14395,512.0,1.0,259.0,137.0,259.0,137.0,0.0,0.0,0.0,0.0,0:14,512.0
4027.0,0.0,92.0,53.0,90.0,51.0,0.0,0.0,0.0,0.0,0:00,Sean,Strickland,,185.42,185.0,193.04,Orthodox,1991-02-27,28,5,0,,11511,512.0,1.0,176.0,106.0,161.0,94.0,1.0,1.0,0.0,0.0,1:34,512.0
3562.0,0.0,310.0,141.0,310.0,141.0,0.0,0.0,0.0,0.0,0:00,Sean,Strickland,,185.42,185.0,193.04,Orthodox,1991-02-27,28,5,0,,13625,512.0,0.0,410.0,157.0,400.0,152.0,1.0,1.0,0.0,0.0,0:48,3562.0
1183.0,0.0,166.0,54.0,162.0,50.0,3.0,1.0,0.0,0.0,0:28,Sean,Strickland,,185.42,185.0,193.04,Orthodox,1991-02-27,28,5,0,,6115,512.0,0.0,169.0,46.0,167.0,44.0,4.0,2.0,0.0,0.0,1:22,1183.0
2580.0,0.0,353.0,137.0,353.0,137.0,8.0,0.0,0.0,0.0,0:31,Sean,Strickland,,185.42,185.0,193.04,Orthodox,1991-02-27,28,5,0,,12681,512.0,0.0,338.0,161.0,330.0,153.0,0.0,0.0,0.0,0.0,0:00,512.0
310.0,1.0,200.0,117.0,171.0,90.0,8.0,2.0,0.0,0.0,8:08,Sean,Strickland,,185.42,185.0,193.04,Orthodox,1991-02-27,28,5,0,,8077,512.0,0.0,108.0,30.0,103.0,27.0,0.0,0.0,0.0,0.0,0:00,310.0
2671.0,0.0,273.0,122.0,258.0,107.0,0.0,0.0,0.0,0.0,0:00,Sean,Strickland,,185.42,185.0,193.04,Orthodox,1991-02-27,28,5,0,,12203,512.0,0.0,472.0,221.0,428.0,186.0,6.0,4.0,0.0,0.0,7:02,512.0
1773.0,0.0,309.0,104.0,260.0,62.0,11.0,0.0,0.0,0.0,1:41,Sean,Strickland,,185.42,185.0,193.04,Orthodox,1991-02-27,28,5,0,,8601,512.0,0.0,288.0,109.0,254.0,78.0,3.0,3.0,1.0,0.0,2:43,512.0
30.0,1.0,63.0,18.0,58.0,15.0,1.0,0.0,0.0,0.0,0:06,Sean,Strickland,,185.42,185.0,193.04,Orthodox,1991-02-27,28,5,0,,9065,512.0,0.0,36.0,14.0,36.0,14.0,0.0,0.0,0.0,0.0,0:00,30.0
456.0,0.0,96.0,49.0,95.0,48.0,0.0,0.0,0.0,0.0,0:00,Sean,Strickland,,185.42,185.0,193.04,Orthodox,1991-02-27,28,5,0,,9491,512.0,1.0,180.0,68.0,177.0,65.0,0.0,0.0,0.0,0.0,0:37,512.0
2873.0,0.0,94.0,41.0,67.0,23.0,7.0,3.0,0.0,0.0,3:29,Sean,Strickland,,185.42,185.0,193.04,Orthodox,1991-02-27,28,5,0,,7035,512.0,1.0,206.0,113.0,173.0,84.0,2.0,1.0,0.0,0.0,2:47,512.0
3951.0,0.0,92.0,48.0,82.0,39.0,3.0,0.0,0.0,0.0,0:18,Sean,Strickland,,185.42,185.0,193.04,Orthodox,1991-02-27,28,5,0,,6509,512.0,1.0,188.0,87.0,169.0,71.0,3.0,3.0,2.0,0.0,5:29,512.0
3859.0,0.0,187.0,44.0,187.0,44.0,1.0,0.0,0.0,0.0,0:30,Sean,Strickland,,185.42,185.0,193.04,Orthodox,1991-02-27,28,5,0,,5371,512.0,0.0,166.0,49.0,161.0,48.0,3.0,1.0,0.0,0.0,0:41,512.0
1783.0,0.0,10.0,4.0,10.0,4.0,1.0,1.0,0.0,0.0,0:26,Sean,Strickland,,185.42,185.0,193.04,Orthodox,1991-02-27,28,5,0,,5177,512.0,0.0,39.0,24.0,35.0,20.0,2.0,1.0,1.0,0.0,2:35,512.0
4089.0,0.0,209.0,119.0,162.0,86.0,4.0,1.0,0.0,0.0,6:34,Alex,Pereira,Poatan,193.04,205.0,200.66,Orthodox,1987-07-07,8,2,0,,13527,1256.0,0.0,214.0,140.0,157.0,91.0,1.0,1.0,0.0,0.0,0:31,1256.0
3762.0,0.0,117.0,82.0,81.0,52.0,8.0,3.0,2.0,0.0,7:32,Alex,Pereira,Poatan,193.04,205.0,200.66,Orthodox,1987-07-07,8,2,0,,14247,1256.0,0.0,138.0,112.0,92.0,70.0,0.0,0.0,1.0,0.0,0:06,1256.0
512.0,0.0,29.0,15.0,29.0,15.0,0.0,0.0,0.0,0.0,0:00,Alex,Pereira,Poatan,193.04,205.0,200.66,Orthodox,1987-07-07,8,2,0,,13143,1256.0,1.0,40.0,25.0,40.0,25.0,0.0,0.0,0.0,0.0,0:03,1256.0
4089.0,0.0,277.0,163.0,230.0,116.0,0.0,0.0,0.0,0.0,0:00,Jared,Cannonier,The Killa Gorilla,180.34,185.0,195.58,Switch,1984-03-16,17,6,0,,13147,3562.0,0.0,217.0,141.0,157.0,90.0,4.0,0.0,0.0,0.0,4:14,4089.0
144.0,1.0,158.0,75.0,151.0,69.0,2.0,0.0,0.0,0.0,2:10,Jared,Cannonier,The Killa Gorilla,180.34,185.0,195.58,Switch,1984-03-16,17,6,0,,11455,3562.0,0.0,94.0,58.0,89.0,53.0,0.0,0.0,0.0,0.0,0:30,144.0
255.0,0.0,302.0,154.0,301.0,153.0,1.0,1.0,0.0,0.0,0:28,Jared,Cannonier,The Killa Gorilla,180.34,185.0,195.58,Switch,1984-03-16,17,6,0,,14097,3562.0,0.0,428.0,257.0,411.0,241.0,6.0,4.0,0.0,0.0,3:07,3562.0
427.0,0.0,179.0,113.0,53.0,24.0,3.0,3.0,1.0,0.0,10:38,Jared,Cannonier,The Killa Gorilla,180.34,185.0,195.58,Switch,1984-03-16,17,6,0,,7971,3562.0,0.0,66.0,40.0,46.0,21.0,0.0,0.0,0.0,0.0,0:10,427.0
2580.0,0.0,45.0,22.0,42.0,20.0,6.0,1.0,0.0,0.0,0:45,Jared,Cannonier,The Killa Gorilla,180.34,185.0,195.58,Switch,1984-03-16,17,6,0,,10493,3562.0,1.0,54.0,29.0,53.0,28.0,0.0,0.0,0.0,0.0,0:22,3562.0
3324.0,0.0,148.0,50.0,142.0,45.0,7.0,6.0,0.0,0.0,4:46,Jared,Cannonier,The Killa Gorilla,180.34,185.0,195.58,Switch,1984-03-16,17,6,0,,7791,3562.0,0.0,121.0,83.0,94.0,59.0,2.0,0.0,0.0,0.0,3:09,3562.0
3690.0,0.0,28.0,13.0,25.0,10.0,10.0,3.0,0.0,0.0,1:59,Jared,Cannonier,The Killa Gorilla,180.34,185.0,195.58,Switch,1984-03-16,17,6,0,,9521,3562.0,1.0,61.0,31.0,56.0,26.0,0.0,0.0,0.0,0.0,0:42,3562.0
2328.0,1.0,32.0,13.0,31.0,12.0,0.0,0.0,0.0,0.0,0:03,Jared,Cannonier,The Killa Gorilla,180.34,185.0,195.58,Switch,1984-03-16,17,6,0,,6003,3562.0,0.0,20.0,10.0,20.0,10.0,0.0,0.0,0.0,0.0,0:00,2328.0
4089.0,1.0,188.0,98.0,169.0,79.0,0.0,0.0,0.0,0.0,0:00,Robert,Whittaker,The Reaper,182.88,185.0,185.42,Orthodox,1990-12-20,25,7,0,,12709,144.0,0.0,151.0,74.0,136.0,59.0,10.0,4.0,0.0,0.0,3:40,4089.0
438.0,0.0,7.0,2.0,7.0,2.0,0.0,0.0,0.0,0.0,0:00,Robert,Whittaker,The Reaper,182.88,185.0,185.42,Orthodox,1990-12-20,25,7,0,,6303,144.0,1.0,14.0,10.0,14.0,10.0,0.0,0.0,0.0,0.0,0:04,144.0
2671.0,0.0,107.0,58.0,94.0,45.0,1.0,0.0,0.0,1.0,0:50,Robert,Whittaker,The Reaper,182.88,185.0,185.42,Orthodox,1990-12-20,25,7,0,,6779,144.0,0.0,186.0,108.0,144.0,67.0,2.0,1.0,0.0,0.0,4:43,144.0
1773.0,0.0,318.0,99.0,305.0,88.0,8.0,1.0,0.0,0.0,0:34,Robert,Whittaker,The Reaper,182.88,185.0,185.42,Orthodox,1990-12-20,25,7,0,,4711,144.0,0.0,185.0,49.0,184.0,48.0,0.0,0.0,0.0,0.0,0:00,1773.0
587.0,0.0,40.0,13.0,36.0,9.0,3.0,1.0,0.0,0.0,0:49,Robert,Whittaker,The Reaper,182.88,185.0,185.42,Orthodox,1990-12-20,25,7,0,,8111,144.0,1.0,112.0,57.0,110.0,55.0,0.0,0.0,0.0,0.0,0:25,144.0
960.0,0.0,175.0,114.0,107.0,48.0,18.0,4.0,0.0,0.0,5:15,Robert,Whittaker,The Reaper,182.88,185.0,185.42,Orthodox,1990-12-20,25,7,0,,8327,144.0,0.0,244.0,94.0,221.0,74.0,0.0,0.0,0.0,0.0,1:34,144.0
631.0,1.0,91.0,33.0,91.0,33.0,6.0,0.0,1.0,0.0,0:03,Robert,Whittaker,The Reaper,182.88,185.0,185.42,Orthodox,1990-12-20,25,7,0,,4539,144.0,2.0,114.0,54.0,113.0,53.0,1.0,1.0,0.0,0.0,0:14,144.0
4089.0,0.0,208.0,122.0,181.0,96.0,0.0,0.0,0.0,2.0,0:36,Marvin,Vettori,The Italian Dream,182.88,185.0,187.96,Southpaw,1993-09-20,19,7,1,,12073,255.0,0.0,211.0,91.0,176.0,58.0,14.0,4.0,0.0,0.0,6:55,4089.0
4089.0,0.0,134.0,67.0,123.0,57.0,1.0,0.0,0.0,0.0,0:00,Marvin,Vettori,The Italian Dream,182.88,185.0,187.96,Southpaw,1993-09-20,19,7,1,,9029,255.0,0.0,169.0,60.0,154.0,46.0,6.0,2.0,0.0,0.0,3:18,4089.0
144.0,0.0,166.0,74.0,166.0,74.0,1.0,1.0,0.0,0.0,0:12,Marvin,Vettori,The Italian Dream,182.88,185.0,187.96,Southpaw,1993-09-20,19,7,1,,13333,255.0,0.0,121.0,38.0,116.0,33.0,1.0,0.0,0.0,0.0,0:28,144.0
2580.0,0.0,365.0,139.0,346.0,122.0,7.0,2.0,0.0,0.0,0:28,Marvin,Vettori,The Italian Dream,182.88,185.0,187.96,Southpaw,1993-09-20,19,7,1,,11577,255.0,1.0,376.0,202.0,334.0,164.0,1.0,0.0,1.0,1.0,5:47,255.0
3381.0,0.0,269.0,172.0,260.0,163.0,1.0,1.0,0.0,0.0,0:47,Marvin,Vettori,The Italian Dream,182.88,185.0,187.96,Southpaw,1993-09-20,19,7,1,,12433,255.0,0.0,373.0,214.0,346.0,190.0,5.0,1.0,0.0,0.0,3:27,255.0
1013.0,0.0,16.0,4.0,16.0,4.0,0.0,0.0,0.0,0.0,0:19,Marvin,Vettori,The Italian Dream,182.88,185.0,187.96,Southpaw,1993-09-20,19,7,1,,11043,255.0,0.0,79.0,60.0,64.0,45.0,3.0,2.0,2.0,0.0,2:05,255.0
3544.0,0.0,94.0,44.0,75.0,28.0,13.0,4.0,0.0,0.0,5:34,Marvin,Vettori,The Italian Dream,182.88,185.0,187.96,Southpaw,1993-09-20,19,7,1,,7877,255.0,0.0,144.0,99.0,70.0,29.0,1.0,1.0,1.0,0.0,2:59,3544.0
1673.0,0.0,186.0,74.0,161.0,51.0,1.0,0.0,0.0,0.0,0:13,Marvin,Vettori,The Italian Dream,182.88,185.0,187.96,Southpaw,1993-09-20,19,7,1,,8269,255.0,0.0,176.0,81.0,161.0,69.0,7.0,3.0,0.0,0.0,3:45,255.0
328.0,0.0,27.0,21.0,9.0,4.0,2.0,1.0,0.0,0.0,3:32,Marvin,Vettori,The Italian Dream,182.88,185.0,187.96,Southpaw,1993-09-20,19,7,1,,7477,255.0,0.0,68.0,50.0,14.0,10.0,1.0,1.0,1.0,0.0,0:26,255.0
4089.0,1.0,84.0,55.0,84.0,55.0,0.0,0.0,0.0,0.0,0:09,Paulo,Costa,The Eraser,185.42,185.0,182.88,Orthodox,1991-04-21,14,2,0,,11367,3381.0,0.0,26.0,12.0,26.0,12.0,0.0,0.0,0.0,0.0,0:01,4089.0
2671.0,0.0,122.0,58.0,122.0,58.0,1.0,0.0,0.0,0.0,0:03,Paulo,Costa,The Eraser,185.42,185.0,182.88,Orthodox,1991-04-21,14,2,0,,9239,3381.0,1.0,117.0,76.0,116.0,75.0,0.0,0.0,0.0,0.0,0:08,3381.0
960.0,1.0,284.0,125.0,284.0,125.0,4.0,1.0,0.0,0.0,0:13,Paulo,Costa,The Eraser,185.42,185.0,182.88,Orthodox,1991-04-21,14,2,0,,10375,3381.0,1.0,213.0,118.0,213.0,118.0,0.0,0.0,0.0,0.0,0:06,3381.0
2591.0,0.0,54.0,27.0,54.0,27.0,4.0,0.0,0.0,0.0,0:00,Paulo,Costa,The Eraser,185.42,185.0,182.88,Orthodox,1991-04-21,14,2,0,,8587,3381.0,1.0,90.0,49.0,90.0,49.0,0.0,0.0,0.0,0.0,0:01,3381.0
1757.0,0.0,14.0,6.0,14.0,6.0,1.0,0.0,0.0,0.0,0:00,Paulo,Costa,The Eraser,185.42,185.0,182.88,Orthodox,1991-04-21,14,2,0,,8023,3381.0,1.0,33.0,23.0,32.0,22.0,0.0,0.0,0.0,0.0,0:05,3381.0
4089.0,0.0,132.0,48.0,132.0,48.0,0.0,0.0,0.0,0.0,0:00,Yoel,Romero,Soldier of God,182.88,185.0,185.42,Southpaw,1977-04-30,13,5,0,,10895,960.0,0.0,89.0,40.0,89.0,40.0,3.0,0.0,0.0,0.0,0:00,4089.0
164.0,0.0,54.0,16.0,47.0,12.0,8.0,1.0,0.0,0.0,0:25,Yoel,Romero,Soldier of God,182.88,185.0,185.42,Southpaw,1977-04-30,13,5,0,,7695,960.0,1.0,51.0,27.0,40.0,18.0,3.0,2.0,0.0,0.0,1:53,960.0
144.0,0.0,328.0,129.0,326.0,128.0,1.0,0.0,0.0,0.0,0:37,Yoel,Romero,Soldier of God,182.88,185.0,185.42,Southpaw,1977-04-30,13,5,0,,9177,960.0,2.0,287.0,149.0,240.0,111.0,10.0,3.0,0.0,0.0,4:21,144.0
438.0,0.0,87.0,35.0,70.0,21.0,3.0,0.0,0.0,0.0,1:08,Yoel,Romero,Soldier of God,182.88,185.0,185.42,Southpaw,1977-04-30,13,5,0,,5279,960.0,0.0,81.0,63.0,48.0,31.0,12.0,7.0,0.0,0.0,6:45,960.0
587.0,0.0,67.0,42.0,52.0,30.0,7.0,1.0,0.0,0.0,2:33,Yoel,Romero,Soldier of God,182.88,185.0,185.42,Southpaw,1977-04-30,13,5,0,,6895,960.0,1.0,104.0,56.0,92.0,46.0,1.0,0.0,0.0,0.0,1:58,960.0
1934.0,0.0,64.0,31.0,64.0,31.0,0.0,0.0,0.0,0.0,0:00,Yoel,Romero,Soldier of God,182.88,185.0,185.42,Southpaw,1977-04-30,13,5,0,,6459,960.0,0.0,72.0,44.0,70.0,42.0,2.0,1.0,0.0,0.0,0:05,960.0
2254.0,0.0,88.0,32.0,86.0,30.0,6.0,0.0,1.0,0.0,0:01,Yoel,Romero,Soldier of God,182.88,185.0,185.42,Southpaw,1977-04-30,13,5,0,,5745,960.0,2.0,93.0,51.0,80.0,39.0,4.0,3.0,0.0,0.0,2:06,960.0
1864.0,0.0,79.0,22.0,75.0,18.0,6.0,2.0,0.0,0.0,0:48,Yoel,Romero,Soldier of God,182.88,185.0,185.42,Southpaw,1977-04-30,13,5,0,,4875,960.0,1.0,107.0,52.0,104.0,50.0,1.0,0.0,0.0,0.0,0:49,960.0
553.0,0.0,18.0,3.0,18.0,3.0,0.0,0.0,0.0,0.0,0:00,Yoel,Romero,Soldier of God,182.88,185.0,185.42,Southpaw,1977-04-30,13,5,0,,4461,960.0,1.0,12.0,12.0,12.0,12.0,1.0,0.0,0.0,0.0,0:03,960.0
4089.0,0.0,132.0,65.0,132.0,65.0,0.0,0.0,0.0,0.0,0:00,Anderson,Silva,The Spider,187.96,185.0,195.58,Southpaw,1975-04-14,34,11,0,1.0,9793,703.0,0.0,75.0,34.0,72.0,31.0,0.0,0.0,0.0,0.0,0:00,4089.0
164.0,1.0,60.0,34.0,44.0,20.0,1.0,1.0,1.0,0.0,4:22,Anderson,Silva,The Spider,187.96,185.0,195.58,Southpaw,1975-04-14,34,11,0,1.0,5007,703.0,0.0,45.0,32.0,15.0,8.0,0.0,0.0,0.0,0.0,0:00,164.0
3562.0,1.0,32.0,18.0,31.0,17.0,0.0,0.0,0.0,0.0,0:09,Anderson,Silva,The Spider,187.96,185.0,195.58,Southpaw,1975-04-14,34,11,0,1.0,10087,703.0,0.0,15.0,8.0,15.0,8.0,0.0,0.0,0.0,0.0,0:00,3562.0
2671.0,2.0,112.0,61.0,111.0,60.0,0.0,0.0,0.0,0.0,0:15,Anderson,Silva,The Spider,187.96,185.0,195.58,Southpaw,1975-04-14,34,11,0,1.0,11479,703.0,0.0,114.0,57.0,110.0,53.0,0.0,0.0,0.0,0.0,0:31,2671.0
3396.0,0.0,208.0,153.0,64.0,33.0,3.0,3.0,0.0,0.0,10:33,Anderson,Silva,The Spider,187.96,185.0,195.58,Southpaw,1975-04-14,34,11,0,1.0,7383,703.0,0.0,56.0,30.0,43.0,17.0,0.0,0.0,0.0,0.0,0:00,3396.0
342.0,0.0,69.0,30.0,67.0,28.0,0.0,0.0,0.0,0.0,0:00,Alexander,Volkov,Drago,200.66,250.0,203.2,Orthodox,1988-10-24,37,10,0,,14393,225.0,1.0,164.0,107.0,143.0,93.0,1.0,0.0,1.0,0.0,2:35,225.0
2881.0,0.0,259.0,139.0,255.0,135.0,4.0,0.0,0.0,0.0,0:19,Alexander,Volkov,Drago,200.66,250.0,203.2,Orthodox,1988-10-24,37,10,0,,12121,225.0,0.0,241.0,115.0,241.0,115.0,0.0,0.0,0.0,0.0,0:00,2881.0
2034.0,1.0,71.0,40.0,70.0,39.0,2.0,0.0,0.0,1.0,0:43,Alexander,Volkov,Drago,200.66,250.0,203.2,Orthodox,1988-10-24,37,10,0,,9471,225.0,0.0,183.0,133.0,171.0,121.0,2.0,1.0,0.0,0.0,1:46,2034.0
3752.0,0.0,163.0,116.0,99.0,69.0,25.0,14.0,0.0,0.0,19:52,Alexander,Volkov,Drago,200.66,250.0,203.2,Orthodox,1988-10-24,37,10,0,,11067,225.0,0.0,177.0,127.0,77.0,31.0,2.0,1.0,0.0,0.0,0:46,3752.0
1361.0,0.0,20.0,10.0,20.0,10.0,1.0,0.0,0.0,0.0,0:15,Alexander,Volkov,Drago,200.66,250.0,203.2,Orthodox,1988-10-24,37,10,0,,11713,225.0,1.0,88.0,54.0,88.0,54.0,0.0,0.0,0.0,0.0,0:11,225.0
160.0,0.0,130.0,83.0,88.0,48.0,9.0,3.0,0.0,2.0,6:39,Alexander,Volkov,Drago,200.66,250.0,203.2,Orthodox,1988-10-24,37,10,0,,8987,225.0,1.0,144.0,96.0,90.0,48.0,2.0,2.0,0.0,0.0,1:46,225.0
2360.0,1.0,116.0,62.0,93.0,43.0,8.0,1.0,0.0,0.0,4:33,Alexander,Volkov,Drago,200.66,250.0,203.2,Orthodox,1988-10-24,37,10,0,,7721,225.0,0.0,141.0,91.0,84.0,45.0,2.0,1.0,0.0,0.0,3:45,225.0
342.0,0.0,10.0,2.0,10.0,2.0,0.0,0.0,0.0,0.0,0:00,Sergei,Pavlovich,,190.5,257.0,213.36,Southpaw,1992-05-13,18,1,0,,13571,1291.0,2.0,44.0,23.0,44.0,23.0,0.0,0.0,0.0,0.0,0:09,1291.0
2034.0,0.0,6.0,4.0,6.0,4.0,0.0,0.0,0.0,0.0,0:00,Sergei,Pavlovich,,190.5,257.0,213.36,Southpaw,1992-05-13,18,1,0,,13241,1291.0,1.0,24.0,15.0,24.0,15.0,0.0,0.0,0.0,0.0,0:02,1291.0
4102.0,0.0,34.0,17.0,34.0,17.0,1.0,0.0,0.0,0.0,0:00,Sergei,Pavlovich,,190.5,257.0,213.36,Southpaw,1992-05-13,18,1,0,,12819,1291.0,1.0,48.0,22.0,47.0,21.0,0.0,0.0,0.0,0.0,0:12,1291.0
2725.0,0.0,22.0,8.0,22.0,8.0,0.0,0.0,0.0,0.0,0:00,Sergei,Pavlovich,,190.5,257.0,213.36,Southpaw,1992-05-13,18,1,0,,10571,1291.0,1.0,38.0,21.0,37.0,20.0,0.0,0.0,0.0,0.0,0:14,1291.0
