fight_id,referee,f_1,f_2,winner,num_rounds,title_fight,weight_class,gender,result,result_details,finish_round,finish_time,fight_url_x,event_name,event_date,event_city,event_state,event_country,event_url,fight_stat_id,knockdowns,total_strikes_att,total_strikes_succ,sig_strikes_att,sig_strikes_succ,takedown_att,takedown_succ,submission_att,reversals,ctrl_time,fight_url_y,fighter_f_name_fighter2,fighter_l_name_fighter2,fighter_nickname_fighter2,fighter_height_cm_fighter2,fighter_weight_lbs_fighter2,fighter_reach_cm_fighter2,fighter_stance_fighter2,fighter_dob_fighter2,fighter_w_fighter2,fighter_l_fighter2,fighter_d_fighter2,fighter_nc_dq_fighter2,fighter_url_fighter2,fighter_id,fighter_f_name_fighter1,fighter_l_name_fighter1,fighter_nickname_fighter1,fighter_height_cm_fighter1,fighter_weight_lbs_fighter1,fighter_reach_cm_fighter1,fighter_stance_fighter1,fighter_dob_fighter1,fighter_w_fighter1,fighter_l_fighter1,fighter_d_fighter1,fighter_nc_dq_fighter1,fighter_url_fighter1
2319,Dan Miragliotta,3478.0,1819.0,1819.0,3,F,Lightweight,M,Submission,D'Arce Choke On Ground,2,4:59,http://ufcstats.com/fight-details/900ae72adbf7c49f,UFC on FOX: Johnson vs Moraga,2013-07-27,Seattle,Washington,USA,http://ufcstats.com/event-details/5330fe7e4c3af81c,4638,1.0,66.0,35.0,53.0,24.0,5.0,2.0,0.0,0.0,2:42,http://ufcstats.com/fight-details/900ae72adbf7c49f,Michael,Chiesa,Maverick,185.42,170.0,190.5,Southpaw,1987-12-07,18,7,0,,http://ufcstats.com/fighter-details/c58f51dedb310998,1819,Jorge,Masvidal,Gamebred,180.34,170.0,187.96,Orthodox,1984-11-12,35,17,0,,http://ufcstats.com/fighter-details/47b9e0e7703a4868
2790,Herb Dean,3349.0,1819.0,1819.0,3,F,Lightweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/17dc833cda860933,UFC on FOX: Lawler vs Brown,2014-07-26,San Jose,California,USA,http://ufcstats.com/event-details/05fbfe628658c538,5580,1.0,87.0,23.0,83.0,19.0,3.0,2.0,1.0,0.0,0:24,http://ufcstats.com/fight-details/17dc833cda860933,Daron,Cruickshank,Detroit Superstar,172.72,155.0,182.88,Switch,1985-06-11,18,10,0,1.0,http://ufcstats.com/fighter-details/5f99b2bafb10305f,1819,Jorge,Masvidal,Gamebred,180.34,170.0,187.96,Orthodox,1984-11-12,35,17,0,,http://ufcstats.com/fighter-details/47b9e0e7703a4868
1941,Chris Adams,1752.0,888.0,1752.0,3,F,Lightweight,M,KO/TKO,Punches to Head On Ground,1,1:06,http://ufcstats.com/fight-details/1984570de7f0c89e,UFC on FX: Johnson vs McCall,2012-06-08,Sunrise,Florida,USA,http://ufcstats.com/event-details/49590e0508b2c19f,3882,2.0,46.0,30.0,42.0,26.0,0.0,0.0,0.0,0.0,0:19,http://ufcstats.com/fight-details/1984570de7f0c89e,Tim,Means,The Dirty Bird,187.96,170.0,190.5,Orthodox,1984-02-20,33,15,1,1.0,http://ufcstats.com/fighter-details/4b47e71384a9522f,888,Justin,Salas,J-Bomb,172.72,155.0,177.8,Southpaw,1982-03-13,12,7,0,,http://ufcstats.com/fighter-details/9b198c73e3d0d289
3539,Yves Lavigne,900.0,888.0,900.0,3,F,Lightweight,M,KO/TKO,Punches to Head From Back Control,1,4:31,http://ufcstats.com/fight-details/8295c37ad4b6187e,UFC 196: McGregor vs Diaz,2016-03-05,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/db1f2ed63b54b9a7,7078,0.0,56.0,31.0,35.0,20.0,0.0,0.0,0.0,1.0,2:21,http://ufcstats.com/fight-details/8295c37ad4b6187e,Jason,Saggo,,180.34,155.0,180.34,Orthodox,1985-11-23,12,4,0,,http://ufcstats.com/fighter-details/4ac1ecf8ce59ef23,888,Justin,Salas,J-Bomb,172.72,155.0,177.8,Southpaw,1982-03-13,12,7,0,,http://ufcstats.com/fighter-details/9b198c73e3d0d289
2443,Dan Miragliotta,440.0,888.0,440.0,3,F,Lightweight,M,Submission,Rear Naked Choke,1,2:38,http://ufcstats.com/fight-details/ee4d086121100177,UFC Fight Night: Belfort vs Henderson 2,2013-11-09,Goiania,Goias,Brazil,http://ufcstats.com/event-details/5d7c18191b8aa432,4886,0.0,24.0,20.0,11.0,7.0,1.0,1.0,1.0,0.0,1:18,http://ufcstats.com/fight-details/ee4d086121100177,Thiago,Tavares,,170.18,145.0,177.8,Orthodox,1984-11-08,21,7,1,,http://ufcstats.com/fighter-details/8a59d346dc976a10,888,Justin,Salas,J-Bomb,172.72,155.0,177.8,Southpaw,1982-03-13,12,7,0,,http://ufcstats.com/fighter-details/9b198c73e3d0d289
2313,Randy Corley,1038.0,888.0,888.0,3,F,Lightweight,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/b616969d55fb2d7a,UFC on FOX: Johnson vs Moraga,2013-07-27,Seattle,Washington,USA,http://ufcstats.com/event-details/5330fe7e4c3af81c,4626,0.0,172.0,26.0,172.0,26.0,0.0,0.0,0.0,0.0,0:00,http://ufcstats.com/fight-details/b616969d55fb2d7a,Aaron,Riley,,172.72,155.0,175.26,Southpaw,1980-12-09,30,14,1,,http://ufcstats.com/fighter-details/f2c8ebbeafd45f2b,888,Justin,Salas,J-Bomb,172.72,155.0,177.8,Southpaw,1982-03-13,12,7,0,,http://ufcstats.com/fighter-details/9b198c73e3d0d289
1838,Mark Powell,2158.0,888.0,888.0,3,F,Lightweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/adb35d212e716b8a,UFC on FUEL TV: Sanchez vs Ellenberger,2012-02-15,Omaha,Nebraska,USA,http://ufcstats.com/event-details/0a97691039c4bbfb,3676,0.0,117.0,39.0,115.0,38.0,0.0,0.0,0.0,0.0,0:01,http://ufcstats.com/fight-details/adb35d212e716b8a,Anton,Kuivanen,,172.72,155.0,182.88,Orthodox,1984-05-01,24,10,0,,http://ufcstats.com/fighter-details/706f8e2b34e8e18b,888,Justin,Salas,J-Bomb,172.72,155.0,177.8,Southpaw,1982-03-13,12,7,0,,http://ufcstats.com/fighter-details/9b198c73e3d0d289
1837,Bo Nesslein,1752.0,1919.0,1752.0,3,F,Lightweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/638a999dab6fe310,UFC on FUEL TV: Sanchez vs Ellenberger,2012-02-15,Omaha,Nebraska,USA,http://ufcstats.com/event-details/0a97691039c4bbfb,3674,0.0,186.0,98.0,170.0,83.0,0.0,0.0,0.0,0.0,0:59,http://ufcstats.com/fight-details/638a999dab6fe310,Tim,Means,The Dirty Bird,187.96,170.0,190.5,Orthodox,1984-02-20,33,15,1,1.0,http://ufcstats.com/fighter-details/4b47e71384a9522f,1919,Bernardo,Magalhaes,Trekko,175.26,155.0,,Orthodox,1981-04-08,13,4,0,,http://ufcstats.com/fighter-details/7a613f78dd7ee8f8
1939,Frank Gentile,1837.0,1919.0,1837.0,3,F,Lightweight,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/d1ad8d6ef48f7835,UFC on FX: Johnson vs McCall,2012-06-08,Sunrise,Florida,USA,http://ufcstats.com/event-details/49590e0508b2c19f,3878,0.0,146.0,18.0,146.0,18.0,0.0,0.0,0.0,0.0,0:14,http://ufcstats.com/fight-details/d1ad8d6ef48f7835,Henry,Martinez,Sicario,170.18,155.0,175.26,Southpaw,1983-08-07,9,4,0,,http://ufcstats.com/fighter-details/76729a829623e266,1919,Bernardo,Magalhaes,Trekko,175.26,155.0,,Orthodox,1981-04-08,13,4,0,,http://ufcstats.com/fighter-details/7a613f78dd7ee8f8
3092,Osiris Maia,3616.0,1398.0,3616.0,3,F,Lightweight,M,Submission,Armbar On Ground,3,4:14,http://ufcstats.com/fight-details/55c6d02e838dc60f,UFC Fight Night: Maia vs LaFlare,2015-03-21,Rio de Janeiro,,Brazil,http://ufcstats.com/event-details/fa534853eb195270,6184,0.0,69.0,37.0,44.0,17.0,5.0,2.0,2.0,0.0,4:01,http://ufcstats.com/fight-details/55c6d02e838dc60f,Gilbert,Burns,Durinho,177.8,170.0,180.34,Orthodox,1986-07-20,22,6,0,,http://ufcstats.com/fighter-details/23024fdfc966410a,1398,Alex,Oliveira,Cowboy,180.34,170.0,193.04,Orthodox,1988-02-21,22,12,1,2.0,http://ufcstats.com/fighter-details/57b10fca4f9c9a7a
3815,Herb Dean,3665.0,1398.0,1398.0,3,F,Lightweight,M,KO/TKO,Punches to Head From Half Guard,3,3:30,http://ufcstats.com/fight-details/3a8cc4cda195d758,UFC Fight Night: Lineker vs. Dodson,2016-10-01,Portland,Oregon,USA,http://ufcstats.com/event-details/a196332ee4aa8a82,7630,0.0,37.0,29.0,17.0,16.0,8.0,4.0,0.0,0.0,3:45,http://ufcstats.com/fight-details/3a8cc4cda195d758,Will,Brooks,Ill,177.8,155.0,182.88,Orthodox,1986-10-08,18,4,0,,http://ufcstats.com/fighter-details/b6e6c3b1dcaae0a1,1398,Alex,Oliveira,Cowboy,180.34,170.0,193.04,Orthodox,1988-02-21,22,12,1,2.0,http://ufcstats.com/fighter-details/57b10fca4f9c9a7a
6636,Mike Beltran,3803.0,1380.0,3803.0,3,F,Lightweight,M,KO/TKO,Punches to Head From Mount,1,3:33,http://ufcstats.com/fight-details/f858f91453555291,UFC Fight Night: Vera vs. Cruz,2022-08-13,San Diego,California,USA,http://ufcstats.com/event-details/a23e63184c65f5b8,13272,0.0,74.0,47.0,60.0,37.0,2.0,1.0,0.0,0.0,1:24,http://ufcstats.com/fight-details/f858f91453555291,Gabriel,Benitez,Moggly,172.72,155.0,180.34,Southpaw,1988-06-15,23,11,0,,http://ufcstats.com/fighter-details/436f970c9ea9169c,1380,Charlie,Ontiveros,American Bad Boy,187.96,155.0,187.96,Switch,1991-07-04,11,9,0,,http://ufcstats.com/fighter-details/318572f6f74b760d
