fight_id,f_1,fighter_f_name_x,fighter_nickname_x,fighter_l_name_x,f_2,fighter_f_name_y,fighter_nickname_y,fighter_l_name_y,winner,num_rounds,result,result_details,finish_round,finish_time,fighter_height_cm_x,fighter_weight_lbs_x,fighter_reach_cm_x,fighter_stance_x,fighter_dob_x,fighter_w_x,fighter_l_x,fighter_d_x,fighter_nc_dq_x,fight_stat_id_x,fighter_id_x,knockdowns_x,total_strikes_att_x,total_strikes_succ_x,sig_strikes_att_x,sig_strikes_succ_x,takedown_att_x,takedown_succ_x,submission_att_x,reversals_x,ctrl_time_x,fighter_f_name_y,fighter_l_name_y,fighter_nickname_y,fighter_height_cm_y,fighter_weight_lbs_y,fighter_reach_cm_y,fighter_stance_y,fighter_dob_y,fighter_w_y,fighter_l_y,fighter_d_y,fighter_nc_dq_y,fight_stat_id_y,fighter_id_y,knockdowns_y,total_strikes_att_y,total_strikes_succ_y,sig_strikes_att_y,sig_strikes_succ_y,takedown_att_y,takedown_succ_y,submission_att_y,reversals_y,ctrl_time_y
5291,2881.0,Ciryl,Bon Gamin,Gane,1799.0,Don'Tale,Lord Kong,Mayes,2881.0,3,Submission,Heel Hook From Guard,3,4:46,193.04,245.0,205.74,Orthodox,1990-04-12,12,2,0,,10582,2881.0,1.0,173.0,99.0,168.0,94.0,3.0,3.0,1.0,0.0,2:17,Don'Tale,Mayes,Lord Kong,198.12,260.0,205.74,Orthodox,1992-01-16,10,5,0,1.0,10581,1799.0,0.0,132.0,40.0,121.0,32.0,0.0,0.0,0.0,0.0,0:02
7021,3942.0,Andrei,The Pitbull,Arlovski,1799.0,Don'Tale,Lord Kong,Mayes,1799.0,3,KO/TKO,Punch to Head At Distance,2,3:17,190.5,240.0,195.58,Orthodox,1979-02-04,34,22,0,2.0,14042,3942.0,0.0,58.0,26.0,56.0,24.0,0.0,0.0,0.0,0.0,0:00,Don'Tale,Mayes,Lord Kong,198.12,260.0,205.74,Orthodox,1992-01-16,10,5,0,1.0,14041,1799.0,1.0,91.0,28.0,87.0,25.0,1.0,0.0,0.0,0.0,0:02
6881,895.0,Augusto,,Sakai,1799.0,Don'Tale,Lord Kong,Mayes,895.0,3,Decision,Unanimous,3,5:00,190.5,265.0,195.58,Orthodox,1991-05-09,16,5,1,,13762,895.0,0.0,173.0,107.0,95.0,53.0,2.0,1.0,0.0,0.0,8:51,Don'Tale,Mayes,Lord Kong,198.12,260.0,205.74,Orthodox,1992-01-16,10,5,0,1.0,13761,1799.0,0.0,121.0,77.0,62.0,29.0,1.0,0.0,0.0,0.0,2:46
5481,1517.0,Rodrigo,Ze Colmeia,Nascimento,1799.0,Don'Tale,Lord Kong,Mayes,1517.0,3,Submission,Rear Naked Choke,2,2:05,187.96,246.0,203.2,Orthodox,1992-11-26,9,1,0,2.0,10962,1517.0,0.0,65.0,45.0,52.0,32.0,2.0,2.0,1.0,0.0,2:23,Don'Tale,Mayes,Lord Kong,198.12,260.0,205.74,Orthodox,1992-01-16,10,5,0,1.0,10961,1799.0,0.0,65.0,42.0,48.0,27.0,0.0,0.0,0.0,0.0,1:33
5171,2881.0,Ciryl,Bon Gamin,Gane,1239.0,Raphael,Bebezao,Pessoa,2881.0,3,Submission,Arm Triangle From Side Control,1,4:12,193.04,245.0,205.74,Orthodox,1990-04-12,12,2,0,,10342,2881.0,0.0,28.0,20.0,22.0,15.0,1.0,0.0,1.0,0.0,0:33,Raphael,Pessoa,Bebezao,190.5,262.0,198.12,Orthodox,1989-03-09,10,2,0,,10341,1239.0,0.0,43.0,9.0,41.0,7.0,2.0,0.0,0.0,0.0,0:01
5584,3716.0,Tanner,The Bulldozer,Boser,1239.0,Raphael,Bebezao,Pessoa,3716.0,3,KO/TKO,Punch to Head At Distance,2,2:36,187.96,205.0,190.5,Orthodox,1991-08-02,21,10,1,,11168,3716.0,0.0,60.0,43.0,60.0,43.0,0.0,0.0,0.0,0.0,0:06,Raphael,Pessoa,Bebezao,190.5,262.0,198.12,Orthodox,1989-03-09,10,2,0,,11167,1239.0,0.0,37.0,13.0,36.0,12.0,1.0,0.0,0.0,0.0,0:00
7185,2983.0,Manon,The Beast,Fiorot,1523.0,Rose,Thug,Namajunas,2983.0,3,Decision,Unanimous,3,5:00,170.18,125.0,165.1,Orthodox,1990-02-17,11,1,0,,14370,2983.0,0.0,232.0,62.0,225.0,58.0,1.0,0.0,0.0,0.0,0:24,Rose,Namajunas,Thug,165.1,125.0,165.1,Orthodox,1992-06-29,12,6,0,,14369,1523.0,0.0,152.0,60.0,150.0,60.0,6.0,0.0,0.0,0.0,0:25
5968,16.0,Zhang,Magnum,Weili,1523.0,Rose,Thug,Namajunas,1523.0,5,KO/TKO,Kick to Head At Distance,1,1:18,162.56,115.0,160.02,Switch,1989-08-13,24,3,0,,11936,16.0,0.0,11.0,7.0,11.0,7.0,0.0,0.0,0.0,0.0,0:00,Rose,Namajunas,Thug,165.1,125.0,165.1,Orthodox,1992-06-29,12,6,0,,11935,1523.0,1.0,10.0,5.0,10.0,5.0,0.0,0.0,0.0,0.0,0:03
5554,3976.0,Jessica,Bate Estaca,Andrade,1523.0,Rose,Thug,Namajunas,1523.0,3,Decision,Split,3,5:00,154.94,115.0,157.48,Orthodox,1991-09-25,24,12,0,,11108,3976.0,0.0,213.0,79.0,205.0,71.0,3.0,1.0,0.0,0.0,0:29,Rose,Namajunas,Thug,165.1,125.0,165.1,Orthodox,1992-06-29,12,6,0,,11107,1523.0,0.0,235.0,82.0,235.0,82.0,1.0,0.0,0.0,0.0,0:00
2974,3063.0,Carla,Cookie Monster,Esparza,1523.0,Rose,Thug,Namajunas,3063.0,5,Submission,Rear Naked Choke,3,1:26,154.94,115.0,160.02,Orthodox,1987-10-10,20,7,0,,5948,3063.0,0.0,180.0,107.0,90.0,42.0,7.0,5.0,1.0,0.0,5:02,Rose,Namajunas,Thug,165.1,125.0,165.1,Orthodox,1992-06-29,12,6,0,,5947,1523.0,0.0,73.0,29.0,72.0,28.0,3.0,1.0,0.0,0.0,0:24
4296,2396.0,Joanna,,Jedrzejczyk,1523.0,Rose,Thug,Namajunas,1523.0,5,KO/TKO,Punch to Head At Distance,1,3:03,167.64,115.0,165.1,Orthodox,1987-08-18,16,5,0,,8592,2396.0,0.0,42.0,5.0,42.0,5.0,0.0,0.0,0.0,0.0,0:00,Rose,Namajunas,Thug,165.1,125.0,165.1,Orthodox,1992-06-29,12,6,0,,8591,1523.0,1.0,37.0,18.0,34.0,15.0,0.0,0.0,0.0,0.0,0:26
6201,2983.0,Manon,The Beast,Fiorot,3629.0,Mayra,Sheetara,Bueno Silva,2983.0,3,Decision,Unanimous,3,5:00,170.18,125.0,165.1,Orthodox,1990-02-17,11,1,0,,12402,2983.0,0.0,291.0,112.0,267.0,91.0,6.0,2.0,0.0,0.0,4:05,Mayra,Bueno Silva,Sheetara,167.64,135.0,167.64,Orthodox,1991-08-22,11,2,1,,12401,3629.0,0.0,156.0,92.0,111.0,48.0,0.0,0.0,0.0,0.0,0:04
7099,2529.0,Holly,The Preacher's Daughter,Holm,3629.0,Mayra,Sheetara,Bueno Silva,3629.0,5,Submission,Guillotine Choke In Clinch,2,0:38,172.72,135.0,175.26,Southpaw,1981-10-17,15,7,0,,14198,2529.0,0.0,70.0,50.0,39.0,27.0,1.0,0.0,0.0,0.0,3:05,Mayra,Bueno Silva,Sheetara,167.64,135.0,167.64,Orthodox,1991-08-22,11,2,1,,14197,3629.0,0.0,50.0,31.0,37.0,20.0,0.0,0.0,1.0,0.0,0:00
6866,2116.0,Lina,Elbow Queen,Lansberg,3629.0,Mayra,Sheetara,Bueno Silva,3629.0,3,Submission,Kneebar On Ground,2,4:45,170.18,135.0,165.1,Orthodox,1982-03-13,10,8,0,,13732,2116.0,0.0,72.0,40.0,50.0,25.0,0.0,0.0,0.0,1.0,0:21,Mayra,Bueno Silva,Sheetara,167.64,135.0,167.64,Orthodox,1991-08-22,11,2,1,,13731,3629.0,0.0,90.0,58.0,69.0,39.0,3.0,2.0,1.0,0.0,5:09
6014,2983.0,Manon,The Beast,Fiorot,1049.0,Tabatha,Baby Shark,Ricci,2983.0,3,KO/TKO,Punches to Head At Distance,2,3:00,170.18,125.0,165.1,Orthodox,1990-02-17,11,1,0,,12028,2983.0,1.0,173.0,85.0,172.0,84.0,1.0,1.0,0.0,0.0,0:40,Tabatha,Ricci,Baby Shark,154.94,115.0,154.94,Orthodox,1995-02-21,9,1,0,,12027,1049.0,0.0,91.0,17.0,90.0,17.0,1.0,0.0,0.0,0.0,0:00
6510,252.0,Polyana,Dama de Ferro,Viana,1049.0,Tabatha,Baby Shark,Ricci,1049.0,3,Decision,Unanimous,3,5:00,165.1,115.0,170.18,Orthodox,1992-06-14,13,6,0,,13020,252.0,0.0,212.0,126.0,97.0,36.0,0.0,0.0,0.0,0.0,0:09,Tabatha,Ricci,Baby Shark,154.94,115.0,154.94,Orthodox,1995-02-21,9,1,0,,13019,1049.0,0.0,126.0,72.0,73.0,33.0,10.0,5.0,0.0,0.0,9:31
6885,1266.0,Jessica,,Penne,1049.0,Tabatha,Baby Shark,Ricci,1049.0,3,Submission,Armbar From Side Control,2,2:14,165.1,115.0,170.18,Orthodox,1983-01-30,14,8,0,,13770,1266.0,0.0,44.0,19.0,25.0,6.0,1.0,0.0,0.0,0.0,0:00,Tabatha,Ricci,Baby Shark,154.94,115.0,154.94,Orthodox,1995-02-21,9,1,0,,13769,1049.0,0.0,109.0,81.0,54.0,36.0,5.0,4.0,1.0,0.0,5:14
7184,899.0,Benoit,God of War,Saint Denis,1643.0,Thiago,,Moises,899.0,3,KO/TKO,Punches to Head On Ground,2,4:44,180.34,155.0,185.42,Southpaw,1995-12-18,12,1,0,1.0,14368,899.0,0.0,210.0,123.0,182.0,101.0,9.0,5.0,0.0,0.0,5:20,Thiago,Moises,,175.26,155.0,177.8,Orthodox,1995-03-23,17,7,0,,14367,1643.0,0.0,67.0,27.0,62.0,24.0,3.0,1.0,1.0,0.0,0:14
5193,2434.0,Damir,Qazaq,Ismagulov,1643.0,Thiago,,Moises,2434.0,3,Decision,Unanimous,3,5:00,177.8,155.0,187.96,Orthodox,1991-02-03,24,3,0,,10386,2434.0,1.0,191.0,73.0,188.0,71.0,5.0,0.0,0.0,0.0,1:16,Thiago,Moises,,175.26,155.0,177.8,Orthodox,1995-03-23,17,7,0,,10385,1643.0,0.0,115.0,37.0,114.0,36.0,3.0,0.0,0.0,0.0,0:24
6082,1895.0,Islam,,Makhachev,1643.0,Thiago,,Moises,1895.0,5,Submission,Rear Naked Choke,4,2:38,177.8,155.0,177.8,Southpaw,1991-10-27,24,1,0,,12164,1895.0,0.0,194.0,148.0,92.0,61.0,6.0,3.0,1.0,1.0,8:11,Thiago,Moises,,175.26,155.0,177.8,Orthodox,1995-03-23,17,7,0,,12163,1643.0,0.0,51.0,18.0,44.0,13.0,2.0,1.0,1.0,0.0,3:24
5475,2364.0,Michael,The Menace,Johnson,1643.0,Thiago,,Moises,1643.0,3,Submission,Ankle Lock After Drop to Ground,2,0:25,177.8,155.0,185.42,Southpaw,1986-06-04,22,19,0,,10950,2364.0,0.0,61.0,28.0,60.0,27.0,0.0,0.0,0.0,0.0,0:21,Thiago,Moises,,175.26,155.0,177.8,Orthodox,1995-03-23,17,7,0,,10949,1643.0,0.0,16.0,1.0,16.0,1.0,3.0,0.0,1.0,0.0,0:00
4771,3296.0,Beneil,,Dariush,1643.0,Thiago,,Moises,3296.0,3,Decision,Unanimous,3,5:00,177.8,155.0,182.88,Southpaw,1989-05-06,22,5,1,,9542,3296.0,0.0,161.0,113.0,68.0,44.0,8.0,4.0,2.0,0.0,13:32,Thiago,Moises,,175.26,155.0,177.8,Orthodox,1995-03-23,17,7,0,,9541,1643.0,0.0,30.0,20.0,16.0,8.0,2.0,0.0,4.0,0.0,0:00
5883,2576.0,Alexander,The Great Ape,Hernandez,1643.0,Thiago,,Moises,1643.0,3,Decision,Unanimous,3,5:00,175.26,145.0,182.88,Orthodox,1992-10-01,14,6,0,,11766,2576.0,0.0,205.0,50.0,205.0,50.0,0.0,0.0,0.0,0.0,0:00,Thiago,Moises,,175.26,155.0,177.8,Orthodox,1995-03-23,17,7,0,,11765,1643.0,0.0,183.0,53.0,183.0,53.0,1.0,0.0,0.0,0.0,0:00
5736,2728.0,Bobby,King,Green,1643.0,Thiago,,Moises,1643.0,3,Decision,Unanimous,3,5:00,177.8,155.0,180.34,Orthodox,1986-09-09,30,14,1,1.0,11472,2728.0,0.0,187.0,94.0,177.0,85.0,3.0,2.0,0.0,1.0,1:11,Thiago,Moises,,175.26,155.0,177.8,Orthodox,1995-03-23,17,7,0,,11471,1643.0,0.0,120.0,43.0,119.0,42.0,3.0,2.0,1.0,0.0,1:51
7183,1417.0,Volkan,No Time,Oezdemir,2691.0,Bogdan,Czarevitch,Guskov,1417.0,3,Submission,Rear Naked Choke,1,3:46,187.96,205.0,190.5,Orthodox,1989-09-19,19,7,0,,14366,1417.0,1.0,64.0,36.0,46.0,26.0,1.0,1.0,1.0,0.0,1:23,Bogdan,Guskov,Czarevitch,190.5,205.0,193.04,Orthodox,1992-09-12,14,3,0,,14365,2691.0,0.0,27.0,10.0,25.0,8.0,0.0,0.0,0.0,0.0,0:00
6721,1417.0,Volkan,No Time,Oezdemir,2163.0,Nikita,The Miner,Krylov,2163.0,3,Decision,Unanimous,3,5:00,187.96,205.0,190.5,Orthodox,1989-09-19,19,7,0,,13442,1417.0,0.0,157.0,108.0,81.0,42.0,1.0,1.0,0.0,0.0,0:47,Nikita,Krylov,The Miner,190.5,205.0,195.58,Orthodox,1992-03-07,30,9,0,,13441,2163.0,0.0,251.0,171.0,121.0,57.0,20.0,7.0,1.0,0.0,9:17
4713,3762.0,Jan,,Blachowicz,2163.0,Nikita,The Miner,Krylov,3762.0,3,Submission,Arm Triangle From Back Control,2,2:41,187.96,205.0,198.12,Orthodox,1983-02-24,29,10,1,,9426,3762.0,0.0,33.0,24.0,18.0,10.0,1.0,1.0,1.0,0.0,4:53,Nikita,Krylov,The Miner,190.5,205.0,195.58,Orthodox,1992-03-07,30,9,0,,9425,2163.0,0.0,40.0,21.0,22.0,4.0,1.0,1.0,1.0,0.0,1:40
3318,971.0,Marcos,Pezao,Rogerio de Lima,2163.0,Nikita,The Miner,Krylov,2163.0,3,Submission,Rear Naked Choke,1,2:29,185.42,253.0,190.5,Orthodox,1985-06-25,21,10,1,,6636,971.0,0.0,10.0,5.0,10.0,5.0,0.0,0.0,2.0,0.0,0:00,Nikita,Krylov,The Miner,190.5,205.0,195.58,Orthodox,1992-03-07,30,9,0,,6635,2163.0,0.0,46.0,34.0,29.0,21.0,1.0,0.0,1.0,0.0,1:58
4993,898.0,Ovince,,Saint Preux,2163.0,Nikita,The Miner,Krylov,2163.0,3,Submission,Rear Naked Choke,2,2:30,190.5,205.0,203.2,Southpaw,1983-04-08,26,17,0,,9986,898.0,0.0,12.0,8.0,8.0,4.0,8.0,3.0,0.0,1.0,3:16,Nikita,Krylov,The Miner,190.5,205.0,195.58,Orthodox,1992-03-07,30,9,0,,9985,2163.0,0.0,79.0,60.0,44.0,27.0,2.0,1.0,2.0,0.0,2:23
2596,898.0,Ovince,,Saint Preux,2163.0,Nikita,The Miner,Krylov,898.0,3,Submission,Von Flue Choke From Side Control,1,1:29,190.5,205.0,203.2,Southpaw,1983-04-08,26,17,0,,5192,898.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1:01,Nikita,Krylov,The Miner,190.5,205.0,195.58,Orthodox,1992-03-07,30,9,0,,5191,2163.0,0.0,4.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0:00
5223,427.0,Glover,,Teixeira,2163.0,Nikita,The Miner,Krylov,427.0,3,Decision,Split,3,5:00,187.96,205.0,193.04,Orthodox,1979-10-28,33,9,0,,10446,427.0,0.0,119.0,85.0,71.0,43.0,6.0,1.0,2.0,2.0,4:22,Nikita,Krylov,The Miner,190.5,205.0,195.58,Orthodox,1992-03-07,30,9,0,,10445,2163.0,0.0,123.0,74.0,95.0,47.0,4.0,2.0,1.0,1.0,4:39
5456,212.0,Johnny,,Walker,2163.0,Nikita,The Miner,Krylov,2163.0,3,Decision,Unanimous,3,5:00,198.12,205.0,208.28,Orthodox,1992-03-30,21,7,0,,10912,212.0,0.0,112.0,91.0,50.0,37.0,0.0,0.0,0.0,1.0,2:25,Nikita,Krylov,The Miner,190.5,205.0,195.58,Orthodox,1992-03-07,30,9,0,,10911,2163.0,0.0,148.0,128.0,58.0,45.0,8.0,3.0,0.0,1.0,11:20
2527,2635.0,Walt,The Big Ticket,Harris,2163.0,Nikita,The Miner,Krylov,2163.0,3,KO/TKO,Kick to Head At Distance,1,0:25,195.58,250.0,195.58,Southpaw,1983-06-10,13,10,0,1.0,5054,2635.0,0.0,5.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0:00,Nikita,Krylov,The Miner,190.5,205.0,195.58,Orthodox,1992-03-07,30,9,0,,5053,2163.0,1.0,16.0,11.0,16.0,11.0,0.0,0.0,0.0,0.0,0:03
2362,1335.0,Soa,The Hulk,Palelei,2163.0,Nikita,The Miner,Krylov,1335.0,3,KO/TKO,Punches to Head From Mount,3,1:34,193.04,265.0,205.74,Orthodox,1977-07-12,22,5,0,,4724,1335.0,0.0,128.0,107.0,42.0,29.0,4.0,4.0,0.0,0.0,7:36,Nikita,Krylov,The Miner,190.5,205.0,195.58,Orthodox,1992-03-07,30,9,0,,4723,2163.0,0.0,123.0,98.0,68.0,45.0,1.0,0.0,2.0,0.0,2:17
2775,3187.0,Cody,Donnybrook,Donovan,2163.0,Nikita,The Miner,Krylov,2163.0,3,KO/TKO,Punches to Head From Back Control,1,4:57,190.5,205.0,187.96,Orthodox,1981-02-20,8,5,0,,5550,3187.0,1.0,50.0,31.0,39.0,21.0,2.0,1.0,2.0,0.0,1:34,Nikita,Krylov,The Miner,190.5,205.0,195.58,Orthodox,1992-03-07,30,9,0,,5549,2163.0,0.0,114.0,80.0,70.0,42.0,0.0,0.0,0.0,2.0,1:52
5552,1417.0,Volkan,No Time,Oezdemir,1158.0,Jiri,,Prochazka,1158.0,3,KO/TKO,Punch to Head At Distance,2,0:49,187.96,205.0,190.5,Orthodox,1989-09-19,19,7,0,,11104,1417.0,0.0,95.0,44.0,92.0,41.0,1.0,0.0,0.0,0.0,0:17,Jiri,Prochazka,,190.5,205.0,203.2,Orthodox,1992-10-14,29,3,1,,11103,1158.0,1.0,73.0,33.0,73.0,33.0,0.0,0.0,0.0,0.0,0:02
6538,427.0,Glover,,Teixeira,1158.0,Jiri,,Prochazka,1158.0,5,Submission,Rear Naked Choke,5,4:32,187.96,205.0,193.04,Orthodox,1979-10-28,33,9,0,,13076,427.0,0.0,212.0,159.0,161.0,111.0,17.0,5.0,1.0,2.0,9:47,Jiri,Prochazka,,190.5,205.0,203.2,Orthodox,1992-10-14,29,3,1,,13075,1158.0,0.0,245.0,157.0,205.0,120.0,0.0,0.0,1.0,4.0,4:29
5979,1065.0,Dominick,The Devastator,Reyes,1158.0,Jiri,,Prochazka,1158.0,5,KO/TKO,"Spinning Back Elbow to Head At Distance
      Spinning Back Elbow",2,4:29,193.04,205.0,195.58,Southpaw,1989-12-26,12,4,0,,11958,1065.0,0.0,114.0,68.0,108.0,63.0,1.0,1.0,1.0,0.0,0:29,Jiri,Prochazka,,190.5,205.0,203.2,Orthodox,1992-10-14,29,3,1,,11957,1158.0,1.0,137.0,78.0,136.0,77.0,1.0,1.0,0.0,0.0,1:35
5365,1417.0,Volkan,No Time,Oezdemir,1119.0,Aleksandar,,Rakic,1417.0,3,Decision,Split,3,5:00,187.96,205.0,190.5,Orthodox,1989-09-19,19,7,0,,10730,1417.0,0.0,199.0,118.0,144.0,63.0,0.0,0.0,0.0,0.0,0:32,Aleksandar,Rakic,,193.04,205.0,198.12,Orthodox,1992-02-06,14,3,0,,10729,1119.0,0.0,162.0,87.0,147.0,75.0,9.0,1.0,1.0,0.0,2:38
5642,632.0,Anthony,Lionheart,Smith,1119.0,Aleksandar,,Rakic,1119.0,3,Decision,Unanimous,3,5:00,193.04,205.0,193.04,Orthodox,1988-07-26,37,18,0,,11284,632.0,0.0,53.0,40.0,21.0,9.0,2.0,0.0,0.0,0.0,0:36,Aleksandar,Rakic,,193.04,205.0,198.12,Orthodox,1992-02-06,14,3,0,,11283,1119.0,1.0,159.0,141.0,57.0,44.0,0.0,0.0,0.0,0.0,12:14
6502,3762.0,Jan,,Blachowicz,1119.0,Aleksandar,,Rakic,3762.0,5,KO/TKO,"to    
      Injury",3,1:11,187.96,205.0,198.12,Orthodox,1983-02-24,29,10,1,,13004,3762.0,0.0,94.0,53.0,71.0,31.0,0.0,0.0,1.0,0.0,0:01,Aleksandar,Rakic,,193.04,205.0,198.12,Orthodox,1992-02-06,14,3,0,,13003,1119.0,0.0,125.0,61.0,85.0,27.0,4.0,1.0,0.0,0.0,4:33
4824,3448.0,Devin,Brown Bear,Clark,1119.0,Aleksandar,,Rakic,1119.0,3,KO/TKO,Spinning Back Fist Head,1,4:05,182.88,205.0,190.5,Orthodox,1990-04-12,14,8,0,,9648,3448.0,1.0,36.0,24.0,31.0,19.0,2.0,0.0,0.0,0.0,0:50,Aleksandar,Rakic,,193.04,205.0,198.12,Orthodox,1992-02-06,14,3,0,,9647,1119.0,1.0,47.0,33.0,45.0,31.0,1.0,0.0,0.0,0.0,1:06
5898,832.0,Thiago,Marreta,Santos,1119.0,Aleksandar,,Rakic,1119.0,3,Decision,Unanimous,3,5:00,187.96,205.0,193.04,Orthodox,1984-01-07,22,11,0,,11796,832.0,0.0,109.0,61.0,97.0,49.0,1.0,0.0,0.0,0.0,0:00,Aleksandar,Rakic,,193.04,205.0,198.12,Orthodox,1992-02-06,14,3,0,,11795,1119.0,0.0,103.0,50.0,89.0,36.0,2.0,0.0,0.0,0.0,2:32
5069,1871.0,Jimi,Poster Boy,Manuwa,1119.0,Aleksandar,,Rakic,1119.0,3,KO/TKO,Kick to Head At Distance,1,0:47,185.42,205.0,200.66,Orthodox,1980-02-18,17,6,0,,10138,1871.0,0.0,3.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0:00,Aleksandar,Rakic,,193.04,205.0,198.12,Orthodox,1992-02-06,14,3,0,,10137,1119.0,1.0,7.0,2.0,7.0,2.0,0.0,0.0,0.0,0.0,0:01
4642,2080.0,Justin,El Blanco,Ledet,1119.0,Aleksandar,,Rakic,1119.0,3,Decision,Unanimous,3,5:00,193.04,205.0,203.2,Orthodox,1988-09-28,9,4,0,1.0,9284,2080.0,0.0,42.0,28.0,26.0,12.0,1.0,0.0,0.0,0.0,0:00,Aleksandar,Rakic,,193.04,205.0,198.12,Orthodox,1992-02-06,14,3,0,,9283,1119.0,1.0,317.0,263.0,144.0,104.0,4.0,3.0,0.0,0.0,12:20
4216,3842.0,Francimar,Bodao,Barroso,1119.0,Aleksandar,,Rakic,1119.0,3,Decision,Unanimous,3,5:00,185.42,205.0,190.5,Orthodox,1980-02-28,19,7,0,1.0,8432,3842.0,0.0,69.0,36.0,55.0,24.0,14.0,2.0,0.0,0.0,1:36,Aleksandar,Rakic,,193.04,205.0,198.12,Orthodox,1992-02-06,14,3,0,,8431,1119.0,0.0,179.0,75.0,150.0,46.0,0.0,0.0,0.0,0.0,0:13
5175,1417.0,Volkan,No Time,Oezdemir,2105.0,Ilir,The Sledgehammer,Latifi,1417.0,3,KO/TKO,Punch to Head At Distance,2,4:31,187.96,205.0,190.5,Orthodox,1989-09-19,19,7,0,,10350,1417.0,2.0,166.0,92.0,137.0,64.0,0.0,0.0,0.0,0.0,0:25,Ilir,Latifi,The Sledgehammer,177.8,230.0,185.42,Orthodox,1982-07-28,17,9,0,1.0,10349,2105.0,0.0,62.0,20.0,60.0,18.0,5.0,1.0,0.0,0.0,1:06
6017,3716.0,Tanner,The Bulldozer,Boser,2105.0,Ilir,The Sledgehammer,Latifi,2105.0,3,Decision,Split,3,5:00,187.96,205.0,190.5,Orthodox,1991-08-02,21,10,1,,12034,3716.0,0.0,153.0,84.0,105.0,45.0,0.0,0.0,0.0,0.0,0:42,Ilir,Latifi,The Sledgehammer,177.8,230.0,185.42,Orthodox,1982-07-28,17,9,0,1.0,12033,2105.0,0.0,98.0,51.0,38.0,10.0,3.0,2.0,0.0,0.0,6:38
5396,2034.0,Derrick,The Black Beast,Lewis,2105.0,Ilir,The Sledgehammer,Latifi,2034.0,3,Decision,Unanimous,3,5:00,190.5,260.0,200.66,Orthodox,1985-02-07,27,11,0,1.0,10792,2034.0,0.0,58.0,27.0,50.0,20.0,1.0,0.0,0.0,0.0,0:41,Ilir,Latifi,The Sledgehammer,177.8,230.0,185.42,Orthodox,1982-07-28,17,9,0,1.0,10791,2105.0,0.0,77.0,62.0,12.0,5.0,7.0,3.0,0.0,0.0,8:48
4470,898.0,Ovince,,Saint Preux,2105.0,Ilir,The Sledgehammer,Latifi,2105.0,3,Submission,Guillotine Choke Standing,1,3:48,190.5,205.0,203.2,Southpaw,1983-04-08,26,17,0,,8940,898.0,0.0,24.0,7.0,24.0,7.0,0.0,0.0,0.0,0.0,0:00,Ilir,Latifi,The Sledgehammer,177.8,230.0,185.42,Orthodox,1982-07-28,17,9,0,1.0,8939,2105.0,1.0,43.0,27.0,41.0,25.0,0.0,0.0,1.0,0.0,0:20
3547,241.0,Gian,,Villante,2105.0,Ilir,The Sledgehammer,Latifi,2105.0,3,Decision,Unanimous,3,5:00,190.5,230.0,193.04,Orthodox,1985-08-18,17,14,0,,7094,241.0,0.0,79.0,32.0,68.0,23.0,1.0,0.0,0.0,0.0,0:09,Ilir,Latifi,The Sledgehammer,177.8,230.0,185.42,Orthodox,1982-07-28,17,9,0,1.0,7093,2105.0,0.0,59.0,36.0,53.0,30.0,12.0,3.0,0.0,0.0,4:37
3768,3891.0,Ryan,Darth,Bader,2105.0,Ilir,The Sledgehammer,Latifi,3891.0,3,KO/TKO,Knee to Head At Distance,2,2:06,187.96,205.0,187.96,Orthodox,1983-06-07,23,5,0,,7536,3891.0,1.0,36.0,15.0,34.0,13.0,1.0,0.0,0.0,0.0,0:02,Ilir,Latifi,The Sledgehammer,177.8,230.0,185.42,Orthodox,1982-07-28,17,9,0,1.0,7535,2105.0,1.0,32.0,11.0,30.0,9.0,5.0,0.0,0.0,0.0,0:26
2218,1584.0,Gegard,,Mousasi,2105.0,Ilir,The Sledgehammer,Latifi,1584.0,3,Decision,Unanimous,3,5:00,187.96,185.0,193.04,Orthodox,1985-08-01,42,6,2,,4436,1584.0,0.0,150.0,80.0,150.0,80.0,0.0,0.0,0.0,0.0,0:06,Ilir,Latifi,The Sledgehammer,177.8,230.0,185.42,Orthodox,1982-07-28,17,9,0,1.0,4435,2105.0,0.0,114.0,20.0,112.0,18.0,3.0,1.0,0.0,0.0,0:31
2583,3231.0,Cyrille,The Snake,Diabate,2105.0,Ilir,The Sledgehammer,Latifi,2105.0,3,Submission,Guillotine Choke On Ground,1,3:02,198.12,205.0,205.74,Southpaw,1973-10-06,19,10,1,,5166,3231.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0:00,Ilir,Latifi,The Sledgehammer,177.8,230.0,185.42,Orthodox,1982-07-28,17,9,0,1.0,5165,2105.0,0.0,5.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1:49
