fighter_f_name_fighter1,fighter_l_name_fighter1,fighter_f_name_fighter2,fighter_l_name_fighter2,f_1,f_2,knockdowns,total_strikes_att,total_strikes_succ,sig_strikes_att,sig_strikes_succ,takedown_att,takedown_succ,submission_att,reversals,ctrl_time,num_rounds,finish_round,finish_time,title_fight,weight_class,gender,result,result_details
Marc,Diakiese,Nasrat,Haqparast,2650.0,3229.0,1.0,208.0,102.0,198.0,93.0,2.0,0.0,0.0,0.0,0:34,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Marc,Diakiese,Michael,Johnson,2364.0,3229.0,0.0,181.0,83.0,181.0,83.0,3.0,0.0,0.0,0.0,0:30,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Marc,Diakiese,Dan,Hooker,2512.0,3229.0,0.0,48.0,24.0,40.0,17.0,3.0,2.0,1.0,0.0,3:12,3,3,0:42,F,Lightweight,M,Submission,Guillotine Choke After Drop to Ground
Marc,Diakiese,Frankie,Perez,1249.0,3229.0,0.0,59.0,27.0,51.0,20.0,3.0,1.0,0.0,0.0,3:24,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Marc,Diakiese,Lukasz,Sajewski,897.0,3229.0,0.0,59.0,25.0,54.0,21.0,6.0,2.0,0.0,0.0,3:35,3,2,4:40,F,Lightweight,M,KO/TKO,Punches to Head In Clinch
Gabriel,Miranda,Benoit,Saint Denis,899.0,1672.0,3.0,110.0,81.0,67.0,42.0,1.0,1.0,0.0,0.0,3:17,3,2,0:16,F,Lightweight,M,KO/TKO,Punch to Head At Distance
Omar,Morales,Chris,Duncan,3147.0,1612.0,0.0,92.0,62.0,83.0,53.0,14.0,5.0,0.0,0.0,6:31,3,3,5:00,F,Lightweight,M,Decision,Split
Omar,Morales,Gabriel,Benitez,3803.0,1612.0,0.0,179.0,50.0,179.0,50.0,1.0,0.0,0.0,0.0,0:00,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Omar,Morales,Dong,Hyun Ma,1945.0,1612.0,0.0,63.0,21.0,56.0,15.0,0.0,0.0,0.0,0.0,0:00,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Ludovit,Klein,Ignacio,Bahamondes,3884.0,2205.0,0.0,166.0,62.0,139.0,43.0,1.0,0.0,0.0,0.0,0:07,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Ludovit,Klein,Mason,Jones,2334.0,2205.0,0.0,141.0,78.0,105.0,43.0,3.0,0.0,0.0,0.0,2:17,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Ludovit,Klein,Devonte,Smith,628.0,2205.0,0.0,125.0,80.0,98.0,53.0,3.0,0.0,0.0,0.0,0:14,3,3,5:00,F,Lightweight,M,Decision,Split
Thiago,Moises,Benoit,Saint Denis,899.0,1643.0,0.0,210.0,123.0,182.0,101.0,9.0,5.0,0.0,0.0,5:20,3,2,4:44,F,Lightweight,M,KO/TKO,Punches to Head On Ground
Thiago,Moises,Damir,Ismagulov,2434.0,1643.0,1.0,191.0,73.0,188.0,71.0,5.0,0.0,0.0,0.0,1:16,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Thiago,Moises,Islam,Makhachev,1895.0,1643.0,0.0,194.0,148.0,92.0,61.0,6.0,3.0,1.0,1.0,8:11,5,4,2:38,F,Lightweight,M,Submission,Rear Naked Choke
Thiago,Moises,Michael,Johnson,2364.0,1643.0,0.0,61.0,28.0,60.0,27.0,0.0,0.0,0.0,0.0,0:21,3,2,0:25,F,Lightweight,M,Submission,Ankle Lock After Drop to Ground
Thiago,Moises,Beneil,Dariush,3296.0,1643.0,0.0,161.0,113.0,68.0,44.0,8.0,4.0,2.0,0.0,13:32,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Thiago,Moises,Alexander,Hernandez,2576.0,1643.0,0.0,205.0,50.0,205.0,50.0,0.0,0.0,0.0,0.0,0:00,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Thiago,Moises,Bobby,Green,2728.0,1643.0,0.0,187.0,94.0,177.0,85.0,3.0,2.0,0.0,1.0,1:11,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Alexander,Volkanovski,Islam,Makhachev,1895.0,227.0,0.0,135.0,95.0,95.0,57.0,9.0,4.0,0.0,0.0,7:37,5,5,5:00,T,Lightweight,M,Decision,Unanimous
Alexander,Volkanovski,Yusuke,Kasuya,2276.0,227.0,0.0,13.0,7.0,10.0,4.0,2.0,1.0,0.0,1.0,1:39,3,2,2:06,F,Lightweight,M,KO/TKO,Punches to Head On Ground
Frankie,Edgar,BJ,Penn,1267.0,3122.0,0.0,263.0,72.0,262.0,71.0,0.0,0.0,0.0,0.0,0:00,5,5,5:00,T,Lightweight,M,Decision,Unanimous
Frankie,Edgar,Gray,Maynard,1798.0,3122.0,0.0,74.0,27.0,65.0,19.0,10.0,9.0,0.0,0.0,6:18,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Frankie,Edgar,Benson,Henderson,2594.0,3122.0,0.0,170.0,67.0,167.0,64.0,1.0,0.0,1.0,0.0,0:07,5,5,5:00,T,Lightweight,M,Decision,Split
Dustin,Poirier,Max,Holloway,2532.0,1189.0,0.0,473.0,208.0,446.0,181.0,0.0,0.0,1.0,0.0,0:06,5,5,5:00,T,Lightweight,M,Decision,Unanimous
Dustin,Poirier,Charles,Oliveira,1401.0,1189.0,0.0,157.0,98.0,131.0,73.0,6.0,0.0,3.0,1.0,5:41,5,3,1:02,T,Lightweight,M,Submission,Rear Naked Choke
Dustin,Poirier,Khabib,Nurmagomedov,1436.0,1189.0,0.0,77.0,54.0,41.0,22.0,8.0,7.0,2.0,0.0,8:52,5,3,2:06,T,Lightweight,M,Submission,Rear Naked Choke
Dustin,Poirier,Eddie,Alvarez,4007.0,1189.0,0.0,88.0,35.0,76.0,26.0,3.0,0.0,1.0,0.0,2:28,5,2,4:05,F,Lightweight,M,KO/TKO,Punches to Head At Distance
Anthony,Pettis,Dustin,Poirier,1189.0,1225.0,0.0,119.0,71.0,100.0,53.0,6.0,5.0,0.0,0.0,6:51,5,3,2:08,F,Lightweight,M,KO/TKO,"to    
      Injury"
Anthony,Pettis,Tony,Ferguson,3017.0,1225.0,0.0,195.0,115.0,194.0,114.0,0.0,0.0,0.0,0.0,0:04,3,2,5:00,F,Lightweight,M,KO/TKO,"to    
      Corner Stoppage"
Anthony,Pettis,Michael,Chiesa,3478.0,1225.0,0.0,35.0,19.0,26.0,12.0,6.0,2.0,0.0,0.0,2:38,3,2,0:52,F,Lightweight,M,Submission,Triangle Choke From Bottom Guard
Anthony,Pettis,Clay,Guida,2702.0,1225.0,0.0,112.0,63.0,65.0,19.0,8.0,5.0,0.0,1.0,10:17,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Anthony,Pettis,Benson,Henderson,2594.0,1225.0,0.0,37.0,26.0,16.0,11.0,3.0,0.0,0.0,0.0,3:09,5,1,4:41,T,Lightweight,M,Submission,Armbar From Bottom Guard
Jeremy,Stephens,Donald,Cerrone,3499.0,542.0,0.0,192.0,87.0,192.0,87.0,3.0,1.0,0.0,0.0,0:31,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Jeremy,Stephens,Anthony,Pettis,1225.0,542.0,0.0,117.0,89.0,47.0,21.0,9.0,6.0,0.0,0.0,6:51,3,3,5:00,F,Lightweight,M,Decision,Split
Jeremy,Stephens,Joe,Lauzon,2102.0,542.0,0.0,38.0,32.0,17.0,11.0,2.0,2.0,4.0,1.0,5:11,3,2,4:43,F,Lightweight,M,Submission,Armbar From Mount
Jeremy,Stephens,Gleison,Tibau,397.0,542.0,0.0,65.0,46.0,20.0,7.0,13.0,5.0,3.0,0.0,10:07,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Jeremy,Stephens,Sam,Stout,519.0,542.0,1.0,187.0,76.0,181.0,70.0,1.0,0.0,1.0,0.0,0:48,3,3,5:00,F,Lightweight,M,Decision,Split
Jeremy,Stephens,Yves,Edwards,3119.0,542.0,1.0,26.0,12.0,21.0,8.0,1.0,0.0,0.0,0.0,0:06,3,1,1:55,F,Lightweight,M,KO/TKO,Punch to Head At Distance
Jeremy,Stephens,Melvin,Guillard,2700.0,542.0,0.0,168.0,73.0,168.0,73.0,1.0,0.0,0.0,0.0,0:00,3,3,5:00,F,Lightweight,M,Decision,Split
Jeremy,Stephens,Danny,Downes,3171.0,542.0,0.0,107.0,48.0,88.0,32.0,0.0,0.0,1.0,0.0,0:28,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Jeremy,Stephens,Spencer,Fisher,2981.0,542.0,0.0,201.0,132.0,104.0,56.0,5.0,1.0,0.0,0.0,8:42,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Jeremy,Stephens,Din,Thomas,409.0,542.0,0.0,65.0,35.0,37.0,10.0,2.0,1.0,2.0,0.0,4:02,3,2,2:44,F,Lightweight,M,Submission,Armbar From Bottom Guard
Charles,Oliveira,Tony,Ferguson,3017.0,1401.0,0.0,49.0,26.0,42.0,19.0,0.0,0.0,0.0,0.0,0:05,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Charles,Oliveira,Kevin,Lee,2070.0,1401.0,0.0,100.0,61.0,80.0,41.0,3.0,2.0,0.0,1.0,6:30,5,3,0:28,F,Lightweight,M,Submission,Guillotine Choke After Drop to Half Guard
Charles,Oliveira,Jim,Miller,1693.0,1401.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0:00,3,1,1:15,F,Lightweight,M,Submission,Rear Naked Choke
Charles,Oliveira,Jim,Miller,1693.0,1401.0,0.0,11.0,6.0,6.0,1.0,1.0,1.0,2.0,0.0,1:31,3,1,1:59,F,Lightweight,M,Submission,Kneebar On Ground
Charles,Oliveira,Clay,Guida,2702.0,1401.0,0.0,25.0,9.0,25.0,9.0,1.0,0.0,0.0,0.0,0:00,3,1,2:18,F,Lightweight,M,Submission,Guillotine Choke After Drop to Guard
Charles,Oliveira,Darren,Elkins,3103.0,1401.0,0.0,4.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0:27,3,1,0:41,F,Lightweight,M,Submission,Triangle Armbar From Bottom Guard
Charles,Oliveira,Donald,Cerrone,3499.0,1401.0,0.0,63.0,32.0,60.0,30.0,0.0,0.0,0.0,0.0,0:12,3,1,3:01,F,Lightweight,M,KO/TKO,Punches to Head On Ground
Charles,Oliveira,Will,Brooks,3665.0,1401.0,0.0,9.0,8.0,5.0,4.0,0.0,0.0,0.0,0.0,0:00,3,1,2:30,F,Lightweight,M,Submission,Rear Naked Choke
Charles,Oliveira,Efrain,Escudero,3065.0,1401.0,0.0,89.0,26.0,76.0,13.0,1.0,0.0,0.0,0.0,2:47,3,3,2:25,F,Lightweight,M,Submission,Rear Naked Choke
Cole,Miller,Jeremy,Stephens,542.0,1692.0,1.0,91.0,64.0,54.0,30.0,1.0,1.0,0.0,1.0,4:19,3,2,4:44,F,Lightweight,M,KO/TKO,Elbows to Head On Ground
Cole,Miller,Efrain,Escudero,3065.0,1692.0,1.0,32.0,10.0,32.0,10.0,1.0,1.0,0.0,0.0,0:05,3,1,3:36,F,Lightweight,M,KO/TKO,Punch to Head At Distance
Josh,Culibao,Jalin,Turner,332.0,3340.0,0.0,129.0,90.0,91.0,55.0,1.0,0.0,3.0,0.0,4:21,3,2,3:01,F,Lightweight,M,KO/TKO,Punches to Head From Back Control
Anthony,Rocco Martin,Beneil,Dariush,3296.0,1843.0,0.0,65.0,30.0,61.0,26.0,3.0,2.0,1.0,0.0,1:11,3,2,3:38,F,Lightweight,M,Submission,Arm Triangle From Side Control
Anthony,Rocco Martin,Leonardo,Santos,833.0,1843.0,0.0,43.0,16.0,39.0,12.0,2.0,1.0,1.0,0.0,1:27,3,2,2:29,F,Lightweight,M,Submission,Rear Naked Choke
Anthony,Rocco Martin,Fabricio,Camoes,3581.0,1843.0,0.0,8.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,0:03,3,1,4:16,F,Lightweight,M,Submission,Kimura From Side Control
Rafael,Dos Anjos,Clay,Guida,2702.0,3185.0,0.0,123.0,47.0,90.0,19.0,6.0,2.0,0.0,0.0,4:31,3,3,1:51,F,Lightweight,M,Submission,"Injury  
      Jaw Injury"
Rafael,Dos Anjos,Jeremy,Stephens,542.0,3185.0,1.0,60.0,33.0,46.0,22.0,0.0,0.0,0.0,2.0,2:22,3,3,0:39,F,Lightweight,M,KO/TKO,Punch to Head At Distance
Rafael,Dos Anjos,Donald,Cerrone,3499.0,3185.0,0.0,83.0,43.0,80.0,40.0,1.0,1.0,0.0,0.0,1:00,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Rafael,Dos Anjos,Anthony,Pettis,1225.0,3185.0,0.0,205.0,96.0,162.0,54.0,1.0,0.0,0.0,0.0,0:52,5,5,5:00,T,Lightweight,M,Decision,Unanimous
Rafael,Dos Anjos,Paul,Felder,3023.0,3185.0,0.0,226.0,134.0,190.0,98.0,2.0,1.0,0.0,0.0,1:40,5,5,5:00,F,Lightweight,M,Decision,Split
Rafael,Dos Anjos,Benson,Henderson,2594.0,3185.0,0.0,27.0,10.0,27.0,10.0,1.0,0.0,0.0,0.0,0:02,5,1,2:31,F,Lightweight,M,KO/TKO,Punch to Head In Clinch
Rafael,Dos Anjos,Gleison,Tibau,397.0,3185.0,0.0,136.0,64.0,128.0,56.0,4.0,2.0,0.0,0.0,1:43,3,3,5:00,F,Lightweight,M,Decision,Split
Rafael,Dos Anjos,Mark,Bocek,3746.0,3185.0,0.0,73.0,33.0,59.0,19.0,11.0,0.0,1.0,0.0,3:42,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Rafael,Dos Anjos,George,Sotiropoulos,595.0,3185.0,0.0,24.0,2.0,24.0,2.0,0.0,0.0,0.0,0.0,0:00,3,1,0:59,F,Lightweight,M,KO/TKO,Punch to Head At Distance
Rafael,Dos Anjos,Terry,Etim,3056.0,3185.0,0.0,25.0,11.0,20.0,7.0,0.0,0.0,1.0,0.0,1:29,3,2,4:30,F,Lightweight,M,Submission,Armbar From North South
Rafael,Dos Anjos,Tyson,Griffin,2722.0,3185.0,0.0,245.0,101.0,213.0,69.0,4.0,1.0,0.0,0.0,2:51,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Rodrigo,de Lima,Efrain,Escudero,3065.0,3268.0,1.0,245.0,194.0,129.0,94.0,2.0,2.0,0.0,0.0,6:11,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Tim,Means,Danny,Castillo,3513.0,1752.0,0.0,115.0,59.0,79.0,25.0,8.0,6.0,0.0,0.0,5:36,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Austin,Hubbard,Kurt,Holobaugh,2526.0,2487.0,0.0,144.0,85.0,119.0,61.0,0.0,0.0,2.0,0.0,1:08,3,2,2:39,F,Lightweight,M,Submission,Triangle Choke From Bottom Guard
Austin,Hubbard,Vinc,Pichel,1209.0,2487.0,0.0,187.0,96.0,160.0,71.0,4.0,0.0,0.0,0.0,2:29,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Austin,Hubbard,Davi,Ramos,1107.0,2487.0,0.0,128.0,76.0,114.0,63.0,7.0,3.0,0.0,0.0,4:06,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Austin,Hubbard,Mark,Madsen,1925.0,2487.0,0.0,65.0,20.0,58.0,15.0,12.0,8.0,0.0,0.0,8:01,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Austin,Hubbard,Kyle,Prepolec,1164.0,2487.0,0.0,124.0,46.0,122.0,44.0,1.0,0.0,0.0,0.0,0:48,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Bryan,Barberena,Chad,Laprise,2114.0,3865.0,0.0,172.0,84.0,172.0,84.0,1.0,0.0,0.0,0.0,0:10,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Bryan,Barberena,Joe,Ellenberger,3101.0,3865.0,0.0,71.0,35.0,60.0,24.0,5.0,3.0,0.0,0.0,2:18,3,3,3:24,F,Lightweight,M,KO/TKO,Punches to Head On Ground
Jalin,Turner,Mateusz,Gamrot,2884.0,332.0,0.0,109.0,89.0,42.0,29.0,12.0,4.0,0.0,0.0,6:52,3,3,5:00,F,Lightweight,M,Decision,Split
Jalin,Turner,Brad,Riddell,1042.0,332.0,0.0,3.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0:00,3,1,0:45,F,Lightweight,M,Submission,Guillotine Choke From Mount
Jalin,Turner,Uros,Medic,1747.0,332.0,0.0,11.0,6.0,11.0,6.0,0.0,0.0,0.0,0.0,0:00,3,1,4:01,F,Lightweight,M,Submission,Rear Naked Choke
Jalin,Turner,Callan,Potter,1177.0,332.0,0.0,4.0,3.0,4.0,3.0,1.0,0.0,0.0,0.0,0:00,3,1,0:53,F,Lightweight,M,KO/TKO,Kick to Body At Distance
Chad,Laprise,Ross,Pearson,1284.0,2114.0,0.0,156.0,52.0,155.0,52.0,1.0,0.0,0.0,0.0,0:00,3,3,5:00,F,Lightweight,M,Decision,Split
Alvaro,Herrera Mendoza,Devin,Powell,1174.0,2569.0,1.0,26.0,12.0,26.0,12.0,1.0,0.0,0.0,0.0,0:11,3,1,1:52,F,Lightweight,M,KO/TKO,Kicks to Body At Distance
Darren,Elkins,Duane,Ludwig,1957.0,3103.0,0.0,5.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0:03,3,1,0:44,F,Lightweight,M,KO/TKO,"to    
      Ankle Injury"
Renato,Moicano,Brad,Riddell,1042.0,1644.0,0.0,25.0,14.0,25.0,14.0,1.0,0.0,0.0,0.0,0:14,3,1,3:20,F,Lightweight,M,Submission,Rear Naked Choke
Renato,Moicano,Alexander,Hernandez,2576.0,1644.0,0.0,81.0,39.0,79.0,37.0,1.0,0.0,0.0,0.0,0:05,3,2,1:23,F,Lightweight,M,Submission,Rear Naked Choke
Dennis,Siver,Ross,Pearson,1284.0,649.0,0.0,170.0,64.0,159.0,54.0,1.0,1.0,0.0,1.0,1:00,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Dennis,Siver,Gray,Maynard,1798.0,649.0,1.0,129.0,79.0,66.0,26.0,2.0,2.0,3.0,2.0,10:48,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Dennis,Siver,George,Sotiropoulos,595.0,649.0,0.0,204.0,38.0,204.0,38.0,13.0,0.0,0.0,0.0,0:08,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Dennis,Siver,Melvin,Guillard,2700.0,649.0,2.0,15.0,10.0,15.0,10.0,0.0,0.0,0.0,0.0,0:20,3,1,0:36,F,Lightweight,M,KO/TKO,Punches to Head On Ground
Dennis,Siver,Spencer,Fisher,2981.0,649.0,0.0,142.0,52.0,142.0,52.0,0.0,0.0,0.0,0.0,0:00,3,3,5:00,F,Lightweight,M,Decision,Unanimous
George,Roop,George,Sotiropoulos,595.0,952.0,0.0,53.0,30.0,33.0,14.0,5.0,3.0,1.0,0.0,4:18,3,2,1:59,F,Lightweight,M,Submission,Kimura From Side Control
George,Roop,Shane,Nelson,1498.0,952.0,0.0,95.0,69.0,32.0,10.0,10.0,3.0,2.0,0.0,7:58,3,3,5:00,F,Lightweight,M,Decision,Split
Mike,Breeden,Terrance,McKinney,1760.0,3684.0,0.0,47.0,30.0,47.0,30.0,2.0,0.0,0.0,0.0,0:03,3,1,1:25,F,Lightweight,M,KO/TKO,Punches to Head At Distance
Mike,Breeden,Natan,Levy,2036.0,3684.0,0.0,150.0,99.0,141.0,92.0,16.0,9.0,0.0,0.0,3:39,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Mike,Breeden,Alexander,Hernandez,2576.0,3684.0,1.0,35.0,20.0,35.0,20.0,2.0,0.0,0.0,0.0,0:00,3,1,1:20,F,Lightweight,M,KO/TKO,Punch to Head At Distance
Erick,Gonzalez,Terrance,McKinney,1760.0,2782.0,0.0,42.0,23.0,37.0,18.0,1.0,1.0,1.0,0.0,0:52,3,1,2:17,F,Lightweight,M,Submission,Rear Naked Choke
Erick,Gonzalez,Jim,Miller,1693.0,2782.0,1.0,60.0,43.0,48.0,32.0,2.0,1.0,0.0,0.0,1:55,3,2,0:14,F,Lightweight,M,KO/TKO,Punch to Head At Distance
Trey,Ogden,Jordan,Leavitt,2085.0,1415.0,0.0,170.0,124.0,105.0,69.0,3.0,0.0,0.0,0.0,5:17,3,3,5:00,F,Lightweight,M,Decision,Split
Damon,Jackson,Yancy,Medeiros,1751.0,2420.0,0.0,62.0,36.0,55.0,29.0,0.0,0.0,2.0,0.0,0:39,3,2,1:54,F,Lightweight,M,Submission,"Bulldog Choke In Clinch
      Reverse Bulldog Choke"
Alexander,Hernandez,Jim,Miller,1693.0,2576.0,0.0,186.0,68.0,185.0,67.0,1.0,0.0,1.0,0.0,0:40,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Alexander,Hernandez,Beneil,Dariush,3296.0,2576.0,0.0,11.0,4.0,11.0,4.0,0.0,0.0,0.0,0.0,0:00,3,1,0:42,F,Lightweight,M,KO/TKO,Punch to Head At Distance
Alexander,Hernandez,Chris,Gruetzemacher,2710.0,2576.0,0.0,27.0,8.0,27.0,8.0,0.0,0.0,0.0,0.0,0:00,3,1,1:46,F,Lightweight,M,KO/TKO,Punches to Head At Distance
Julian,Erosa,Devonte,Smith,628.0,3073.0,1.0,19.0,13.0,19.0,13.0,0.0,0.0,0.0,0.0,0:03,3,1,0:46,F,Lightweight,M,KO/TKO,Punches to Head At Distance
Justin,Gaethje,Dustin,Poirier,1189.0,2902.0,0.0,52.0,27.0,52.0,27.0,0.0,0.0,0.0,0.0,0:00,5,2,1:00,F,Lightweight,M,KO/TKO,Kick to Head At Distance
Justin,Gaethje,Dustin,Poirier,1189.0,2902.0,0.0,357.0,179.0,351.0,174.0,5.0,0.0,0.0,0.0,0:06,5,4,0:33,F,Lightweight,M,KO/TKO,Punch to Head In Clinch
Justin,Gaethje,Tony,Ferguson,3017.0,2902.0,0.0,296.0,136.0,296.0,136.0,0.0,0.0,0.0,0.0,0:00,5,5,3:39,T,Lightweight,M,KO/TKO,Punch to Head At Distance
Justin,Gaethje,Charles,Oliveira,1401.0,2902.0,1.0,52.0,33.0,47.0,30.0,1.0,0.0,2.0,0.0,0:39,5,1,3:22,F,Lightweight,M,Submission,Rear Naked Choke
Justin,Gaethje,Edson,Barboza,3863.0,2902.0,0.0,32.0,13.0,32.0,13.0,0.0,0.0,0.0,0.0,0:00,5,1,2:30,F,Lightweight,M,KO/TKO,Punch to Head At Distance
Justin,Gaethje,Michael,Johnson,2364.0,2902.0,0.0,200.0,91.0,200.0,91.0,3.0,1.0,0.0,0.0,0:34,5,2,4:48,F,Lightweight,M,KO/TKO,Knees to Head In Clinch
Justin,Gaethje,Donald,Cerrone,3499.0,2902.0,0.0,52.0,17.0,52.0,17.0,0.0,0.0,0.0,0.0,0:00,5,1,4:18,F,Lightweight,M,KO/TKO,Punch to Head At Distance
Justin,Gaethje,Khabib,Nurmagomedov,1436.0,2902.0,0.0,80.0,26.0,80.0,26.0,3.0,2.0,1.0,0.0,0:55,5,2,1:34,T,Lightweight,M,Submission,Triangle Choke From Bottom Guard
Justin,Gaethje,Eddie,Alvarez,4007.0,2902.0,1.0,366.0,162.0,356.0,155.0,2.0,1.0,0.0,0.0,0:20,3,3,3:59,F,Lightweight,M,KO/TKO,Knee to Head In Clinch
Michael,Chandler,Dustin,Poirier,1189.0,3493.0,0.0,105.0,63.0,76.0,38.0,0.0,0.0,2.0,0.0,0:47,3,3,2:00,F,Lightweight,M,Submission,Rear Naked Choke
Michael,Chandler,Charles,Oliveira,1401.0,3493.0,2.0,41.0,32.0,32.0,24.0,2.0,1.0,0.0,0.0,1:42,5,2,0:19,T,Lightweight,M,KO/TKO,Punch to Head At Distance
Michael,Chandler,Justin,Gaethje,2902.0,3493.0,1.0,205.0,133.0,183.0,116.0,0.0,0.0,0.0,0.0,1:37,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Michael,Chandler,Dan,Hooker,2512.0,3493.0,0.0,19.0,8.0,19.0,8.0,0.0,0.0,0.0,0.0,0:00,3,1,2:30,F,Lightweight,M,KO/TKO,Punch to Head At Distance
Conor,McGregor,Dustin,Poirier,1189.0,1768.0,0.0,66.0,36.0,66.0,36.0,2.0,1.0,0.0,0.0,3:18,5,1,5:00,F,Lightweight,M,TKO - Doctor's Stoppage,
Conor,McGregor,Dustin,Poirier,1189.0,1768.0,1.0,98.0,53.0,91.0,48.0,1.0,1.0,0.0,0.0,1:42,5,2,2:32,F,Lightweight,M,KO/TKO,Punches to Head At Distance
Conor,McGregor,Khabib,Nurmagomedov,1436.0,1768.0,0.0,157.0,104.0,119.0,70.0,7.0,3.0,1.0,0.0,12:15,5,4,3:03,T,Lightweight,M,Submission,Rear Naked Choke
Conor,McGregor,Eddie,Alvarez,4007.0,1768.0,0.0,46.0,12.0,41.0,9.0,3.0,0.0,0.0,0.0,0:57,5,2,3:04,T,Lightweight,M,KO/TKO,Punches to Head At Distance
Dan,Hooker,Dustin,Poirier,1189.0,2512.0,0.0,289.0,208.0,231.0,153.0,7.0,1.0,4.0,0.0,2:49,5,5,5:00,F,Lightweight,M,Decision,Unanimous
Dan,Hooker,Jalin,Turner,332.0,2512.0,0.0,191.0,113.0,177.0,100.0,3.0,1.0,0.0,0.0,0:18,3,3,5:00,F,Lightweight,M,Decision,Split
Dan,Hooker,Jim,Miller,1693.0,2512.0,0.0,23.0,13.0,20.0,10.0,2.0,1.0,0.0,0.0,0:27,3,1,3:00,F,Lightweight,M,KO/TKO,Knee to Head In Clinch
Dan,Hooker,Edson,Barboza,3863.0,2512.0,1.0,227.0,127.0,226.0,126.0,1.0,0.0,0.0,0.0,1:43,3,3,2:19,F,Lightweight,M,KO/TKO,Punches to Body At Distance
Dan,Hooker,Islam,Makhachev,1895.0,2512.0,0.0,14.0,13.0,3.0,2.0,1.0,1.0,2.0,0.0,1:48,3,1,2:25,F,Lightweight,M,Submission,Kimura From Side Control
Dan,Hooker,Al,Iaquinta,2467.0,2512.0,0.0,117.0,38.0,116.0,37.0,3.0,0.0,0.0,0.0,0:24,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Dan,Hooker,Paul,Felder,3023.0,2512.0,0.0,243.0,119.0,230.0,110.0,1.0,0.0,0.0,0.0,0:03,5,5,5:00,F,Lightweight,M,Decision,Split
Dan,Hooker,James,Vick,250.0,2512.0,0.0,23.0,7.0,23.0,7.0,0.0,0.0,0.0,0.0,0:00,3,1,2:33,F,Lightweight,M,KO/TKO,Punch to Head At Distance
Jim,Miller,Dustin,Poirier,1189.0,1693.0,0.0,243.0,122.0,216.0,97.0,3.0,3.0,0.0,1.0,3:57,3,3,5:00,F,Lightweight,M,Decision,Majority
Jim,Miller,Nate,Diaz,3221.0,1693.0,0.0,154.0,97.0,98.0,46.0,1.0,0.0,2.0,2.0,2:37,5,2,4:09,F,Lightweight,M,Submission,Guillotine Choke After Drop to Ground
Jim,Miller,Francisco,Trinaldo,358.0,1693.0,0.0,165.0,84.0,140.0,63.0,1.0,1.0,0.0,0.0,4:40,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Jim,Miller,Donald,Cerrone,3499.0,1693.0,1.0,82.0,41.0,78.0,37.0,2.0,0.0,0.0,0.0,0:21,5,2,3:31,F,Lightweight,M,KO/TKO,Kick to Head At Distance
Jim,Miller,Anthony,Pettis,1225.0,1693.0,0.0,150.0,107.0,121.0,80.0,2.0,1.0,0.0,0.0,3:37,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Jim,Miller,Diego,Sanchez,870.0,1693.0,0.0,148.0,71.0,125.0,48.0,9.0,2.0,0.0,0.0,3:27,3,3,5:00,F,Lightweight,M,Decision,Unanimous
