fighter_f_name_fighter1,fighter_l_name_fighter1,fighter_f_name_fighter2,fighter_l_name_fighter2,f_1,f_2,knockdowns,total_strikes_att,total_strikes_succ,sig_strikes_att,sig_strikes_succ,takedown_att,takedown_succ,submission_att,reversals,ctrl_time,num_rounds,finish_round,finish_time,title_fight,weight_class,gender,result,result_details
Johnny,Case,Anthony,Rocco Martin,1843.0,3523.0,0.0,227.0,83.0,226.0,82.0,2.0,1.0,1.0,0.0,0:00,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Johnny,Case,Yan,Cabral,3593.0,3523.0,0.0,79.0,41.0,65.0,31.0,6.0,3.0,0.0,0.0,5:12,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Johnny,Case,Francisco,Trevino,361.0,3523.0,0.0,90.0,49.0,74.0,34.0,2.0,0.0,0.0,1.0,1:17,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Johnny,Case,Kazuki,Tokudome,385.0,3523.0,0.0,30.0,13.0,29.0,12.0,4.0,1.0,0.0,0.0,2:58,3,2,2:34,F,Lightweight,M,Submission,"Guillotine Choke Standing
      Technical Submission"
Akbarh,Arreola,Jake,Matthews,1810.0,3935.0,0.0,136.0,96.0,98.0,62.0,3.0,1.0,0.0,0.0,5:39,3,2,5:00,F,Lightweight,M,TKO - Doctor's Stoppage,Eye Injury
Akbarh,Arreola,Francisco,Trinaldo,358.0,3935.0,0.0,169.0,91.0,115.0,39.0,3.0,3.0,0.0,0.0,9:17,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Akbarh,Arreola,Yves,Edwards,3119.0,3935.0,0.0,14.0,5.0,14.0,5.0,0.0,0.0,0.0,0.0,0:00,3,1,1:52,F,Lightweight,M,Submission,Armbar From Mount
James,Vick,Jake,Matthews,1810.0,250.0,0.0,28.0,4.0,28.0,4.0,2.0,1.0,0.0,0.0,1:30,3,1,4:53,F,Lightweight,M,Submission,Guillotine Choke After Drop to Ground
James,Vick,Justin,Gaethje,2902.0,250.0,1.0,15.0,7.0,15.0,7.0,0.0,0.0,0.0,0.0,0:04,5,1,1:27,F,Lightweight,M,KO/TKO,Punch to Head In Clinch
James,Vick,Beneil,Dariush,3296.0,250.0,2.0,72.0,48.0,70.0,46.0,2.0,0.0,0.0,0.0,1:20,3,1,4:16,F,Lightweight,M,KO/TKO,Punch to Head In Clinch
James,Vick,Abel,Trujillo,351.0,250.0,0.0,36.0,14.0,33.0,11.0,5.0,1.0,0.0,0.0,2:15,3,3,0:49,F,Lightweight,M,Submission,D'Arce Choke On Ground
James,Vick,Glaico,Franca Moreira,2946.0,250.0,0.0,145.0,67.0,114.0,39.0,10.0,4.0,0.0,0.0,5:29,3,3,5:00,F,Lightweight,M,Decision,Unanimous
James,Vick,Ramsey,Nijem,1474.0,250.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0:22,3,1,0:58,F,Lightweight,M,Submission,Guillotine Choke On Ground
Vagner,Rocha,Jake,Matthews,1810.0,995.0,0.0,69.0,32.0,63.0,26.0,2.0,1.0,1.0,0.0,0:56,3,2,1:52,F,Lightweight,M,Submission,"Rear Naked Choke
      Technical Submission"
Vagner,Rocha,Cody,McKenzie,1761.0,995.0,0.0,59.0,31.0,43.0,15.0,0.0,0.0,1.0,0.0,0:32,3,2,3:49,F,Lightweight,M,Submission,Rear Naked Choke
Dashon,Johnson,Jake,Matthews,1810.0,2361.0,0.0,167.0,137.0,85.0,60.0,11.0,4.0,1.0,0.0,10:27,3,3,3:16,F,Lightweight,M,Submission,Triangle Choke From Bottom Guard
Uros,Medic,Omar,Morales,1612.0,1747.0,0.0,85.0,33.0,85.0,33.0,0.0,0.0,0.0,0.0,0:00,3,2,3:05,F,Lightweight,M,KO/TKO,Punch to Head At Distance
Joel,Alvarez,Marc,Diakiese,3229.0,4005.0,0.0,60.0,29.0,46.0,20.0,3.0,2.0,0.0,0.0,3:09,3,2,4:26,F,Lightweight,M,Submission,D'Arce Choke From Side Control
Joel,Alvarez,Damir,Ismagulov,2434.0,4005.0,0.0,150.0,64.0,150.0,64.0,0.0,0.0,0.0,0.0,0:00,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Joel,Alvarez,Arman,Tsarukyan,350.0,4005.0,0.0,122.0,93.0,53.0,36.0,2.0,2.0,0.0,0.0,6:08,3,2,1:57,F,Lightweight,M,KO/TKO,Punches to Head On Ground
Joel,Alvarez,Thiago,Moises,1643.0,4005.0,0.0,24.0,11.0,24.0,11.0,0.0,0.0,0.0,0.0,0:00,3,1,3:01,F,Lightweight,M,KO/TKO,Elbows to Head In Clinch
Joel,Alvarez,Joe,Duffy,3154.0,4005.0,0.0,26.0,14.0,26.0,14.0,1.0,1.0,0.0,0.0,0:09,3,1,2:25,F,Lightweight,M,Submission,Guillotine Choke From Guard
Damir,Hadzovic,Marc,Diakiese,3229.0,2678.0,0.0,111.0,78.0,32.0,13.0,11.0,8.0,0.0,0.0,13:35,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Damir,Hadzovic,Renato,Moicano,1644.0,2678.0,0.0,5.0,4.0,2.0,1.0,1.0,1.0,1.0,0.0,0:25,3,1,0:44,F,Lightweight,M,Submission,Rear Naked Choke
Damir,Hadzovic,Yancy,Medeiros,1751.0,2678.0,0.0,227.0,109.0,219.0,103.0,2.0,2.0,2.0,0.0,3:39,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Damir,Hadzovic,Mairbek,Taisumov,466.0,2678.0,1.0,59.0,25.0,59.0,25.0,0.0,0.0,0.0,0.0,0:01,3,1,3:44,F,Lightweight,M,KO/TKO,Punch to Head At Distance
Damir,Hadzovic,Nick,Hein,2601.0,2678.0,0.0,198.0,43.0,198.0,43.0,0.0,0.0,0.0,0.0,0:00,3,3,5:00,F,Lightweight,M,Decision,Split
Damir,Hadzovic,Alan,Patrick,1298.0,2678.0,0.0,129.0,91.0,45.0,28.0,15.0,9.0,0.0,0.0,12:26,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Damir,Hadzovic,Marcin,Held,2599.0,2678.0,0.0,103.0,62.0,66.0,31.0,4.0,4.0,1.0,0.0,7:20,3,3,0:07,F,Lightweight,M,KO/TKO,Knee to Head At Distance
Viacheslav,Borshchev,Marc,Diakiese,3229.0,3717.0,0.0,50.0,40.0,20.0,17.0,18.0,11.0,0.0,0.0,12:24,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Viacheslav,Borshchev,Mike,Davis,3281.0,3717.0,0.0,174.0,101.0,133.0,65.0,11.0,9.0,1.0,0.0,8:02,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Viacheslav,Borshchev,Dakota,Bush,3608.0,3717.0,0.0,30.0,11.0,30.0,11.0,3.0,2.0,0.0,0.0,1:30,3,1,3:47,F,Lightweight,M,KO/TKO,Punch to Body At Distance
Rafael,Alves,Marc,Diakiese,3229.0,4000.0,0.0,13.0,3.0,13.0,3.0,1.0,0.0,0.0,0.0,0:03,3,1,1:48,F,Lightweight,M,Submission,Guillotine Choke After Drop to Guard
Rafael,Alves,Drew,Dober,3200.0,4000.0,1.0,151.0,62.0,151.0,62.0,0.0,0.0,0.0,0.0,0:04,3,3,1:30,F,Lightweight,M,KO/TKO,Punch to Body At Distance
Rafael,Fiziev,Marc,Diakiese,3229.0,2976.0,0.0,153.0,73.0,148.0,68.0,4.0,0.0,0.0,0.0,0:22,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Rafael,Fiziev,Justin,Gaethje,2902.0,2976.0,0.0,174.0,106.0,171.0,103.0,3.0,1.0,0.0,0.0,0:05,3,3,5:00,F,Lightweight,M,Decision,Majority
Rafael,Fiziev,Brad,Riddell,1042.0,2976.0,0.0,118.0,62.0,115.0,59.0,4.0,1.0,0.0,0.0,0:14,3,3,2:20,F,Lightweight,M,KO/TKO,"Kick to Head At Distance
      Wheel kick"
Rafael,Fiziev,Rafael,Dos Anjos,3185.0,2976.0,0.0,162.0,90.0,110.0,54.0,16.0,2.0,0.0,0.0,6:13,5,5,0:18,F,Lightweight,M,KO/TKO,Punch to Head At Distance
Rafael,Fiziev,Bobby,Green,2728.0,2976.0,0.0,263.0,143.0,263.0,143.0,2.0,0.0,0.0,0.0,0:00,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Rafael,Fiziev,Renato,Moicano,1644.0,2976.0,0.0,37.0,15.0,37.0,15.0,1.0,0.0,0.0,0.0,0:00,3,1,4:05,F,Lightweight,M,KO/TKO,Punch to Head At Distance
Rafael,Fiziev,Alex,White,152.0,2976.0,0.0,146.0,66.0,133.0,55.0,11.0,0.0,0.0,0.0,1:01,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Rafael,Fiziev,Magomed,Mustafaev,1545.0,2976.0,1.0,13.0,11.0,12.0,10.0,0.0,0.0,0.0,0.0,0:03,3,1,1:26,F,Lightweight,M,KO/TKO,Spinning Back Kick Head
Drakkar,Klose,Marc,Diakiese,3229.0,2201.0,0.0,107.0,63.0,77.0,34.0,6.0,2.0,0.0,1.0,3:10,3,3,5:00,F,Lightweight,M,Decision,Split
Drakkar,Klose,Lando,Vannata,287.0,2201.0,0.0,150.0,66.0,133.0,50.0,4.0,1.0,0.0,0.0,1:02,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Drakkar,Klose,Beneil,Dariush,3296.0,2201.0,1.0,28.0,17.0,20.0,12.0,3.0,1.0,2.0,0.0,4:21,3,2,1:00,F,Lightweight,M,KO/TKO,Punch to Head At Distance
Drakkar,Klose,Bobby,Green,2728.0,2201.0,0.0,176.0,110.0,154.0,92.0,4.0,1.0,1.0,0.0,3:41,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Drakkar,Klose,Christos,Giagos,2846.0,2201.0,0.0,186.0,113.0,155.0,87.0,5.0,2.0,1.0,0.0,3:19,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Drakkar,Klose,Devin,Powell,1174.0,2201.0,0.0,102.0,44.0,80.0,22.0,0.0,0.0,0.0,0.0,0:07,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Drakkar,Klose,David,Teymur,417.0,2201.0,0.0,164.0,71.0,137.0,52.0,3.0,1.0,0.0,0.0,0:49,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Teemu,Packalen,Marc,Diakiese,3229.0,1352.0,1.0,7.0,6.0,7.0,6.0,0.0,0.0,0.0,0.0,0:01,3,1,0:30,F,Lightweight,M,KO/TKO,Punch to Head At Distance
Teemu,Packalen,Ottman,Azaitar,3898.0,1352.0,1.0,53.0,27.0,53.0,27.0,0.0,0.0,0.0,0.0,0:11,3,1,3:33,F,Lightweight,M,KO/TKO,Punch to Head At Distance
Teemu,Packalen,Mickael,Lebout,2082.0,1352.0,0.0,112.0,68.0,85.0,43.0,1.0,0.0,0.0,2.0,6:53,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Yanal,Ashmouz,Chris,Duncan,3147.0,3927.0,0.0,209.0,87.0,206.0,85.0,4.0,2.0,0.0,0.0,0:48,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Yanal,Ashmouz,Sam,Patterson,1295.0,3927.0,0.0,7.0,2.0,7.0,2.0,0.0,0.0,0.0,0.0,0:00,3,1,1:15,F,Lightweight,M,KO/TKO,Punches to Head From Mount
Terrance,McKinney,Nazim,Sadykhov,904.0,1760.0,0.0,27.0,20.0,15.0,8.0,0.0,0.0,1.0,1.0,0:55,3,2,1:07,F,Lightweight,M,Submission,Rear Naked Choke
Terrance,McKinney,Ismael,Bonfim,3728.0,1760.0,1.0,53.0,38.0,49.0,34.0,4.0,1.0,0.0,0.0,0:47,3,2,2:17,F,Lightweight,M,KO/TKO,Flying Knee Head
Terrance,McKinney,Drew,Dober,3200.0,1760.0,1.0,52.0,31.0,37.0,17.0,1.0,0.0,0.0,0.0,0:24,3,1,3:17,F,Lightweight,M,KO/TKO,Punches to Head On Ground
Terrance,McKinney,Matt,Frevola,2926.0,1760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0:00,3,1,0:07,F,Lightweight,M,KO/TKO,Punch to Head At Distance
Evan,Elder,Nazim,Sadykhov,904.0,3107.0,0.0,141.0,71.0,132.0,64.0,1.0,1.0,0.0,0.0,0:19,3,3,0:38,F,Lightweight,M,TKO - Doctor's Stoppage,
Melquizael,Costa,Thiago,Moises,1643.0,3378.0,0.0,58.0,45.0,33.0,22.0,7.0,4.0,1.0,0.0,5:31,3,2,4:05,F,Lightweight,M,Submission,Rear Naked Choke
Genaro,Valdez,Evan,Elder,3107.0,305.0,1.0,195.0,96.0,195.0,96.0,1.0,1.0,1.0,0.0,0:06,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Genaro,Valdez,Natan,Levy,2036.0,305.0,0.0,137.0,69.0,135.0,67.0,10.0,6.0,0.0,0.0,4:40,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Genaro,Valdez,Matt,Frevola,2926.0,305.0,4.0,114.0,71.0,101.0,60.0,0.0,0.0,0.0,0.0,1:07,3,1,3:15,F,Lightweight,M,KO/TKO,Punches to Head From Back Control
Carl,Deaton,Alexander,Munoz,1568.0,3260.0,1.0,120.0,53.0,111.0,44.0,7.0,3.0,0.0,0.0,3:54,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Carl,Deaton,Joe,Solecki,611.0,3260.0,0.0,67.0,49.0,8.0,2.0,3.0,2.0,3.0,0.0,8:51,3,2,4:55,F,Lightweight,M,Submission,Rear Naked Choke
Mizuto,Hirota,Ross,Pearson,1284.0,2544.0,0.0,177.0,59.0,176.0,58.0,0.0,0.0,0.0,0.0,0:00,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Jamie,Mullarkey,Jalin,Turner,332.0,1573.0,1.0,112.0,53.0,111.0,52.0,1.0,1.0,0.0,0.0,0:02,3,2,0:46,F,Lightweight,M,KO/TKO,Punch to Head At Distance
Jamie,Mullarkey,Michael,Johnson,2364.0,1573.0,1.0,194.0,68.0,190.0,66.0,2.0,0.0,0.0,0.0,0:37,3,3,5:00,F,Lightweight,M,Decision,Split
Jamie,Mullarkey,Brad,Riddell,1042.0,1573.0,0.0,167.0,104.0,153.0,91.0,1.0,1.0,0.0,1.0,2:59,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Jamie,Mullarkey,Devonte,Smith,628.0,1573.0,0.0,67.0,32.0,64.0,29.0,0.0,0.0,0.0,0.0,0:00,3,2,2:51,F,Lightweight,M,KO/TKO,Punches to Head On Ground
Matt,Frevola,Jalin,Turner,332.0,2926.0,0.0,124.0,42.0,116.0,35.0,0.0,0.0,1.0,1.0,1:06,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Matt,Frevola,Arman,Tsarukyan,350.0,2926.0,0.0,180.0,103.0,103.0,50.0,12.0,10.0,0.0,0.0,8:24,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Matt,Frevola,Drew,Dober,3200.0,2926.0,0.0,59.0,20.0,59.0,20.0,0.0,0.0,0.0,0.0,0:00,3,1,4:08,F,Lightweight,M,KO/TKO,Punch to Head At Distance
Tiki,Ghosn,Bob,Cook,3411.0,2847.0,0.0,78.0,53.0,47.0,22.0,5.0,1.0,2.0,0.0,1:08,3,2,1:29,F,Lightweight,M,Submission,Rear Naked Choke
Esteban,Ribovics,Kamuela,Kirk,2211.0,1052.0,0.0,147.0,86.0,107.0,56.0,14.0,3.0,1.0,0.0,6:20,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Grant,Dawson,Damir,Ismagulov,2434.0,3279.0,0.0,54.0,35.0,28.0,13.0,0.0,0.0,0.0,1.0,0:08,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Grant,Dawson,Leonardo,Santos,833.0,3279.0,0.0,115.0,74.0,67.0,30.0,2.0,1.0,0.0,0.0,1:21,3,3,4:59,F,Lightweight,M,KO/TKO,Punches to Head On Ground
Grant,Dawson,Jared,Gordon,2773.0,3279.0,0.0,153.0,111.0,119.0,77.0,0.0,0.0,0.0,0.0,1:12,3,3,4:11,F,Lightweight,M,Submission,Rear Naked Choke
Guram,Kutateladze,Damir,Ismagulov,2434.0,2145.0,0.0,197.0,83.0,192.0,79.0,6.0,0.0,0.0,0.0,0:46,3,3,5:00,F,Lightweight,M,Decision,Split
Guram,Kutateladze,Mateusz,Gamrot,2884.0,2145.0,0.0,151.0,69.0,126.0,52.0,16.0,5.0,0.0,0.0,3:29,3,3,5:00,F,Lightweight,M,Decision,Split
Benoit,Saint Denis,Ismael,Bonfim,3728.0,899.0,0.0,26.0,15.0,24.0,14.0,0.0,0.0,0.0,0.0,0:10,3,1,4:48,F,Lightweight,M,Submission,Rear Naked Choke
Benoit,Saint Denis,Niklas,Stolze,527.0,899.0,0.0,23.0,20.0,14.0,11.0,0.0,0.0,1.0,0.0,0:00,3,2,1:32,F,Lightweight,M,Submission,Rear Naked Choke
Gregor,Gillespie,Kevin,Lee,2070.0,2831.0,1.0,59.0,21.0,59.0,21.0,0.0,0.0,0.0,0.0,0:01,3,1,2:47,F,Lightweight,M,KO/TKO,Kick to Head At Distance
Gregor,Gillespie,Diego,Ferreira,3007.0,2831.0,0.0,70.0,37.0,60.0,31.0,2.0,0.0,0.0,2.0,1:06,3,2,4:51,F,Lightweight,M,KO/TKO,Punches to Head From Back Control
Gregor,Gillespie,Jordan,Rinaldi,1035.0,2831.0,0.0,16.0,7.0,16.0,7.0,0.0,0.0,0.0,0.0,0:00,3,1,4:46,F,Lightweight,M,KO/TKO,Punches to Head From Back Control
Gregor,Gillespie,Glaico,Franca Moreira,2946.0,2831.0,0.0,133.0,71.0,102.0,43.0,0.0,0.0,0.0,0.0,0:03,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Magomed,Mustafaev,Kevin,Lee,2070.0,1545.0,0.0,54.0,46.0,28.0,20.0,9.0,7.0,2.0,0.0,6:37,3,2,4:31,F,Lightweight,M,Submission,"Rear Naked Choke
      Technical Submission"
Magomed,Mustafaev,Brad,Riddell,1042.0,1545.0,1.0,97.0,60.0,72.0,38.0,1.0,1.0,0.0,0.0,2:02,3,3,5:00,F,Lightweight,M,Decision,Split
Magomed,Mustafaev,Joe,Proctor,1156.0,1545.0,0.0,13.0,9.0,13.0,9.0,0.0,0.0,0.0,0.0,0:00,3,1,1:54,F,Lightweight,M,KO/TKO,Knee to Body In Clinch
Magomed,Mustafaev,Piotr,Hallmann,2668.0,1545.0,0.0,127.0,99.0,51.0,29.0,3.0,2.0,0.0,0.0,4:48,3,2,3:24,F,Lightweight,M,TKO - Doctor's Stoppage,Facial Cut
James,Moontasri,Kevin,Lee,2070.0,1627.0,0.0,28.0,9.0,28.0,9.0,2.0,1.0,1.0,0.0,1:08,3,1,2:56,F,Lightweight,M,Submission,Rear Naked Choke
James,Moontasri,Joe,Ellenberger,3101.0,1627.0,0.0,73.0,50.0,37.0,22.0,10.0,3.0,2.0,0.0,6:29,3,3,5:00,F,Lightweight,M,Decision,Split
Elves,Brener,Guram,Kutateladze,2145.0,3682.0,0.0,177.0,99.0,163.0,85.0,3.0,1.0,0.0,0.0,2:23,3,3,3:17,F,Lightweight,M,KO/TKO,Punch to Head At Distance
Elves,Brener,Zubaira,Tukhugov,341.0,3682.0,0.0,172.0,73.0,169.0,70.0,4.0,0.0,0.0,0.0,2:11,3,3,5:00,F,Lightweight,M,Decision,Split
Desmond,Green,Josh,Emmett,3087.0,2727.0,0.0,144.0,43.0,142.0,41.0,1.0,0.0,0.0,0.0,0:00,3,3,5:00,F,Lightweight,M,Decision,Split
Desmond,Green,Rustam,Khabilov,2244.0,2727.0,0.0,109.0,35.0,108.0,34.0,11.0,3.0,0.0,0.0,1:05,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Desmond,Green,Mairbek,Taisumov,466.0,2727.0,0.0,83.0,28.0,82.0,27.0,0.0,0.0,0.0,0.0,0:04,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Desmond,Green,Ross,Pearson,1284.0,2727.0,0.0,24.0,12.0,24.0,12.0,1.0,0.0,0.0,0.0,0:00,3,1,2:52,F,Lightweight,M,KO/TKO,Punches to Head On Ground
Desmond,Green,Michel,Prazeres,1166.0,2727.0,0.0,106.0,70.0,72.0,36.0,8.0,3.0,3.0,0.0,3:55,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Scott,Holtzman,Josh,Emmett,3087.0,2522.0,0.0,175.0,99.0,160.0,87.0,12.0,8.0,1.0,0.0,3:59,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Scott,Holtzman,Jim,Miller,1693.0,2522.0,0.0,131.0,66.0,121.0,58.0,2.0,0.0,0.0,0.0,0:27,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Scott,Holtzman,Clay,Guida,2702.0,2522.0,0.0,215.0,95.0,183.0,66.0,15.0,4.0,0.0,0.0,5:35,3,3,5:00,F,Lightweight,M,Decision,Split
Scott,Holtzman,Beneil,Dariush,3296.0,2522.0,1.0,64.0,36.0,64.0,36.0,2.0,0.0,0.0,0.0,1:57,3,1,4:38,F,Lightweight,M,KO/TKO,Spinning Back Fist Head
Scott,Holtzman,Anthony,Christodoulou,3463.0,2522.0,0.0,125.0,44.0,112.0,31.0,0.0,0.0,0.0,0.0,0:46,3,3,2:40,F,Lightweight,M,Submission,Rear Naked Choke
Loik,Radzhabov,Mateusz,Rebecki,1091.0,1126.0,2.0,110.0,64.0,95.0,54.0,1.0,1.0,1.0,0.0,1:57,3,2,2:36,F,Lightweight,M,KO/TKO,Punch to Head At Distance
Loik,Radzhabov,Esteban,Ribovics,1052.0,1126.0,1.0,162.0,98.0,129.0,66.0,1.0,0.0,1.0,1.0,0:31,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Nick,Fiore,Mateusz,Rebecki,1091.0,2984.0,0.0,228.0,130.0,171.0,89.0,4.0,3.0,0.0,0.0,8:27,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Nick,Fiore,Chase,Hooper,2511.0,2984.0,0.0,340.0,217.0,245.0,149.0,10.0,1.0,1.0,1.0,3:54,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Joaquim,Silva,Arman,Tsarukyan,350.0,688.0,0.0,175.0,134.0,115.0,80.0,5.0,4.0,0.0,0.0,9:01,3,3,3:25,F,Lightweight,M,KO/TKO,Punches to Head From Mount
Joaquim,Silva,Jared,Gordon,2773.0,688.0,0.0,228.0,149.0,194.0,116.0,8.0,3.0,0.0,0.0,4:25,3,3,2:39,F,Lightweight,M,KO/TKO,Punches to Head At Distance
Joaquim,Silva,Vinc,Pichel,1209.0,688.0,0.0,188.0,62.0,186.0,60.0,4.0,1.0,0.0,0.0,0:49,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Joaquim,Silva,Reza,Madadi,1930.0,688.0,0.0,106.0,69.0,62.0,26.0,13.0,5.0,0.0,0.0,5:38,3,3,5:00,F,Lightweight,M,Decision,Split
Damir,Ismagulov,Arman,Tsarukyan,350.0,2434.0,0.0,105.0,50.0,81.0,34.0,21.0,7.0,0.0,0.0,9:25,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Damir,Ismagulov,Rafael,Alves,4000.0,2434.0,1.0,69.0,36.0,63.0,30.0,1.0,0.0,1.0,0.0,0:16,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Damir,Ismagulov,Alex,Gorgees,2769.0,2434.0,0.0,43.0,22.0,31.0,10.0,0.0,0.0,0.0,0.0,0:00,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Nikolas,Motta,Manuel,Torres,370.0,1587.0,1.0,17.0,13.0,17.0,13.0,0.0,0.0,0.0,0.0,0:01,3,1,1:50,F,Lightweight,M,KO/TKO,Elbow to Head At Distance
Nikolas,Motta,Jim,Miller,1693.0,1587.0,1.0,93.0,49.0,92.0,48.0,0.0,0.0,0.0,0.0,0:34,3,2,1:58,F,Lightweight,M,KO/TKO,Punch to Head At Distance
Islam,Makhachev,Charles,Oliveira,1401.0,1895.0,0.0,46.0,25.0,39.0,19.0,1.0,0.0,0.0,0.0,0:42,5,2,3:16,T,Lightweight,M,Submission,Arm Triangle From Side Control
Islam,Makhachev,Nik,Lentz,2052.0,1895.0,0.0,61.0,35.0,35.0,13.0,2.0,0.0,1.0,0.0,0:31,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Islam,Makhachev,Kajan,Johnson,2362.0,1895.0,0.0,17.0,7.0,17.0,7.0,0.0,0.0,0.0,0.0,0:00,3,1,4:43,F,Lightweight,M,Submission,Armbar From Mount
Islam,Makhachev,Chris,Wade,219.0,1895.0,0.0,61.0,42.0,17.0,5.0,0.0,0.0,2.0,4.0,4:04,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Islam,Makhachev,Adriano,Martins,1828.0,1895.0,1.0,7.0,3.0,7.0,3.0,0.0,0.0,0.0,0.0,0:00,3,1,1:46,F,Lightweight,M,KO/TKO,Punch to Head At Distance
Jared,Gordon,Charles,Oliveira,1401.0,2773.0,1.0,16.0,10.0,16.0,10.0,1.0,0.0,0.0,0.0,0:02,3,1,1:26,F,Lightweight,M,KO/TKO,Punch to Head At Distance
Jared,Gordon,Joe,Solecki,611.0,2773.0,0.0,102.0,70.0,69.0,38.0,7.0,4.0,0.0,0.0,6:03,3,3,5:00,F,Lightweight,M,Decision,Split
Jared,Gordon,Paddy,Pimblett,1199.0,2773.0,0.0,194.0,97.0,155.0,63.0,3.0,0.0,0.0,0.0,0:35,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Jared,Gordon,Leonardo,Santos,833.0,2773.0,0.0,86.0,41.0,81.0,36.0,3.0,0.0,0.0,0.0,0:54,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Jared,Gordon,Hacran,Dias,3224.0,2773.0,0.0,115.0,41.0,106.0,32.0,3.0,0.0,1.0,0.0,0:37,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Nik,Lentz,Charles,Oliveira,1401.0,2052.0,1.0,64.0,43.0,59.0,38.0,0.0,0.0,1.0,1.0,1:37,3,2,2:11,F,Lightweight,M,KO/TKO,Punch to Head At Distance
Nik,Lentz,Scott,Holtzman,2522.0,2052.0,0.0,157.0,86.0,122.0,54.0,0.0,0.0,0.0,0.0,0:17,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Nik,Lentz,Evan,Dunham,3145.0,2052.0,0.0,129.0,100.0,97.0,68.0,2.0,2.0,1.0,0.0,4:51,3,2,5:00,F,Lightweight,M,TKO - Doctor's Stoppage,Eye Injury
Nik,Lentz,Gray,Maynard,1798.0,2052.0,0.0,27.0,13.0,27.0,13.0,0.0,0.0,0.0,0.0,0:08,3,2,1:19,F,Lightweight,M,KO/TKO,Kick to Head At Distance
Nik,Lentz,Mark,Bocek,3746.0,2052.0,0.0,143.0,102.0,85.0,46.0,7.0,5.0,0.0,0.0,11:41,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Nik,Lentz,Tyson,Griffin,2722.0,2052.0,1.0,102.0,66.0,60.0,31.0,13.0,8.0,1.0,0.0,7:07,3,3,5:00,F,Lightweight,M,Decision,Split
Nik,Lentz,Waylon,Lowe,1967.0,2052.0,0.0,68.0,53.0,61.0,46.0,6.0,4.0,1.0,0.0,4:30,3,3,2:24,F,Lightweight,M,Submission,Guillotine Choke After Drop to Guard
Nik,Lentz,Andre,Winner,113.0,2052.0,0.0,56.0,41.0,35.0,20.0,0.0,0.0,0.0,0.0,0:25,3,3,5:00,F,Lightweight,M,Decision,Unanimous
Nik,Lentz,Rob,Emerson,3089.0,2052.0,1.0,96.0,45.0,74.0,24.0,1.0,0.0,1.0,0.0,0:19,3,3,5:00,F,Lightweight,M,Decision,Unanimous
